TIME,GEO_NAME,GEO,SE_LEVELS,SE_SECTOR,TONNES PER HECTARE
2010,AT,Austria,Total,Agricultural areas (excluding pastures),5
2010,AT,Austria,Moderate,Agricultural areas (excluding pastures),7.1
2010,AT,Austria,Severe,Agricultural areas (excluding pastures),18.6
2010,AT,Austria,Total,Pastures and natural grassland,10.2
2010,AT,Austria,Moderate,Pastures and natural grassland,7.4
2010,AT,Austria,Severe,Pastures and natural grassland,19.1
2010,AT11,Burgenland (AT),Total,Agricultural areas (excluding pastures),2.9
2010,AT11,Burgenland (AT),Moderate,Agricultural areas (excluding pastures),7.1
2010,AT11,Burgenland (AT),Severe,Agricultural areas (excluding pastures),14.4
2010,AT11,Burgenland (AT),Total,Pastures and natural grassland,1.3
2010,AT11,Burgenland (AT),Moderate,Pastures and natural grassland,7.1
2010,AT11,Burgenland (AT),Severe,Pastures and natural grassland,11.9
2010,AT111,Mittelburgenland,Moderate,Agricultural areas (excluding pastures),6.9
2010,AT111,Mittelburgenland,Total,Agricultural areas (excluding pastures),3.3
2010,AT111,Mittelburgenland,Severe,Agricultural areas (excluding pastures),14.3
2010,AT111,Mittelburgenland,Total,Pastures and natural grassland,4.9
2010,AT111,Mittelburgenland,Moderate,Pastures and natural grassland,7
2010,AT111,Mittelburgenland,Severe,Pastures and natural grassland,12.8
2010,AT112,Nordburgenland,Total,Agricultural areas (excluding pastures),1.3
2010,AT112,Nordburgenland,Moderate,Agricultural areas (excluding pastures),6.8
2010,AT112,Nordburgenland,Severe,Agricultural areas (excluding pastures),13.7
2010,AT112,Nordburgenland,Total,Pastures and natural grassland,0.5
2010,AT112,Nordburgenland,Moderate,Pastures and natural grassland,6.7
2010,AT112,Nordburgenland,Severe,Pastures and natural grassland,12
2010,AT113,Südburgenland,Total,Agricultural areas (excluding pastures),5.1
2010,AT113,Südburgenland,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT113,Südburgenland,Severe,Agricultural areas (excluding pastures),14.5
2010,AT113,Südburgenland,Total,Pastures and natural grassland,4
2010,AT113,Südburgenland,Moderate,Pastures and natural grassland,7.1
2010,AT113,Südburgenland,Severe,Pastures and natural grassland,11.6
2010,AT12,Niederösterreich,Total,Agricultural areas (excluding pastures),3.2
2010,AT12,Niederösterreich,Moderate,Agricultural areas (excluding pastures),6.9
2010,AT12,Niederösterreich,Severe,Agricultural areas (excluding pastures),15
2010,AT12,Niederösterreich,Total,Pastures and natural grassland,7
2010,AT12,Niederösterreich,Moderate,Pastures and natural grassland,7.3
2010,AT12,Niederösterreich,Severe,Pastures and natural grassland,15.1
2010,AT121,Mostviertel-Eisenwurzen,Total,Agricultural areas (excluding pastures),5.6
2010,AT121,Mostviertel-Eisenwurzen,Moderate,Agricultural areas (excluding pastures),7.1
2010,AT121,Mostviertel-Eisenwurzen,Severe,Agricultural areas (excluding pastures),14.9
2010,AT121,Mostviertel-Eisenwurzen,Total,Pastures and natural grassland,8.4
2010,AT121,Mostviertel-Eisenwurzen,Moderate,Pastures and natural grassland,7.4
2010,AT121,Mostviertel-Eisenwurzen,Severe,Pastures and natural grassland,15.2
2010,AT122,Niederösterreich-Süd,Total,Agricultural areas (excluding pastures),5.8
2010,AT122,Niederösterreich-Süd,Moderate,Agricultural areas (excluding pastures),7.4
2010,AT122,Niederösterreich-Süd,Severe,Agricultural areas (excluding pastures),15
2010,AT122,Niederösterreich-Süd,Total,Pastures and natural grassland,7.8
2010,AT122,Niederösterreich-Süd,Moderate,Pastures and natural grassland,7.3
2010,AT122,Niederösterreich-Süd,Severe,Pastures and natural grassland,15.2
2010,AT123,Sankt Pölten,Total,Agricultural areas (excluding pastures),4.5
2010,AT123,Sankt Pölten,Moderate,Agricultural areas (excluding pastures),7
2010,AT123,Sankt Pölten,Severe,Agricultural areas (excluding pastures),14.9
2010,AT123,Sankt Pölten,Total,Pastures and natural grassland,7
2010,AT123,Sankt Pölten,Moderate,Pastures and natural grassland,7.1
2010,AT123,Sankt Pölten,Severe,Pastures and natural grassland,14.4
2010,AT124,Waldviertel,Total,Agricultural areas (excluding pastures),3.2
2010,AT124,Waldviertel,Moderate,Agricultural areas (excluding pastures),6.8
2010,AT124,Waldviertel,Severe,Agricultural areas (excluding pastures),16.2
2010,AT124,Waldviertel,Total,Pastures and natural grassland,2
2010,AT124,Waldviertel,Moderate,Pastures and natural grassland,6.7
2010,AT124,Waldviertel,Severe,Pastures and natural grassland,13.1
2010,AT125,Weinviertel,Total,Agricultural areas (excluding pastures),2.4
2010,AT125,Weinviertel,Moderate,Agricultural areas (excluding pastures),6.7
2010,AT125,Weinviertel,Severe,Agricultural areas (excluding pastures),13
2010,AT125,Weinviertel,Total,Pastures and natural grassland,0.5
2010,AT125,Weinviertel,Moderate,Pastures and natural grassland,6.4
2010,AT125,Weinviertel,Severe,Pastures and natural grassland,0
2010,AT126,Wiener Umland/Nordteil,Total,Agricultural areas (excluding pastures),1.8
2010,AT126,Wiener Umland/Nordteil,Moderate,Agricultural areas (excluding pastures),6.8
2010,AT126,Wiener Umland/Nordteil,Severe,Agricultural areas (excluding pastures),13.4
2010,AT126,Wiener Umland/Nordteil,Total,Pastures and natural grassland,2.1
2010,AT126,Wiener Umland/Nordteil,Moderate,Pastures and natural grassland,6.3
2010,AT126,Wiener Umland/Nordteil,Severe,Pastures and natural grassland,11.6
2010,AT127,Wiener Umland/Südteil,Total,Agricultural areas (excluding pastures),1.4
2010,AT127,Wiener Umland/Südteil,Moderate,Agricultural areas (excluding pastures),6.9
2010,AT127,Wiener Umland/Südteil,Severe,Agricultural areas (excluding pastures),14.6
2010,AT127,Wiener Umland/Südteil,Total,Pastures and natural grassland,2.6
2010,AT127,Wiener Umland/Südteil,Moderate,Pastures and natural grassland,6.6
2010,AT127,Wiener Umland/Südteil,Severe,Pastures and natural grassland,12.7
2010,AT130,Wien,Total,Agricultural areas (excluding pastures),2.1
2010,AT130,Wien,Moderate,Agricultural areas (excluding pastures),7.1
2010,AT130,Wien,Severe,Agricultural areas (excluding pastures),14.8
2010,AT130,Wien,Total,Agricultural areas (excluding pastures),2.1
2010,AT130,Wien,Moderate,Agricultural areas (excluding pastures),7.1
2010,AT130,Wien,Severe,Agricultural areas (excluding pastures),14.8
2010,AT130,Wien,Total,Pastures and natural grassland,2.5
2010,AT130,Wien,Moderate,Pastures and natural grassland,5.9
2010,AT130,Wien,Severe,Pastures and natural grassland,0
2010,AT130,Wien,Total,Pastures and natural grassland,2.5
2010,AT130,Wien,Moderate,Pastures and natural grassland,5.9
2010,AT130,Wien,Severe,Pastures and natural grassland,0
2010,AT21,Kärnten,Total,Agricultural areas (excluding pastures),12.3
2010,AT21,Kärnten,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT21,Kärnten,Severe,Agricultural areas (excluding pastures),25.3
2010,AT21,Kärnten,Total,Pastures and natural grassland,19.4
2010,AT21,Kärnten,Moderate,Pastures and natural grassland,7.6
2010,AT21,Kärnten,Severe,Pastures and natural grassland,24.4
2010,AT211,Klagenfurt-Villach,Total,Agricultural areas (excluding pastures),11.4
2010,AT211,Klagenfurt-Villach,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT211,Klagenfurt-Villach,Severe,Agricultural areas (excluding pastures),24.4
2010,AT211,Klagenfurt-Villach,Total,Pastures and natural grassland,23.3
2010,AT211,Klagenfurt-Villach,Moderate,Pastures and natural grassland,7.5
2010,AT211,Klagenfurt-Villach,Severe,Pastures and natural grassland,30.3
2010,AT212,Oberkärnten,Total,Agricultural areas (excluding pastures),17.7
2010,AT212,Oberkärnten,Moderate,Agricultural areas (excluding pastures),7.1
2010,AT212,Oberkärnten,Severe,Agricultural areas (excluding pastures),34
2010,AT212,Oberkärnten,Total,Pastures and natural grassland,21.5
2010,AT212,Oberkärnten,Moderate,Pastures and natural grassland,7.7
2010,AT212,Oberkärnten,Severe,Pastures and natural grassland,25.7
2010,AT213,Unterkärnten,Total,Agricultural areas (excluding pastures),11.2
2010,AT213,Unterkärnten,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT213,Unterkärnten,Severe,Agricultural areas (excluding pastures),22.7
2010,AT213,Unterkärnten,Total,Pastures and natural grassland,13.8
2010,AT213,Unterkärnten,Moderate,Pastures and natural grassland,7.6
2010,AT213,Unterkärnten,Severe,Pastures and natural grassland,18.8
2010,AT22,Steiermark,Total,Agricultural areas (excluding pastures),9.6
2010,AT22,Steiermark,Moderate,Agricultural areas (excluding pastures),7.4
2010,AT22,Steiermark,Severe,Agricultural areas (excluding pastures),19.8
2010,AT22,Steiermark,Total,Pastures and natural grassland,11.1
2010,AT22,Steiermark,Moderate,Pastures and natural grassland,7.5
2010,AT22,Steiermark,Severe,Pastures and natural grassland,17.7
2010,AT221,Graz,Total,Agricultural areas (excluding pastures),7.3
2010,AT221,Graz,Moderate,Agricultural areas (excluding pastures),7.3
2010,AT221,Graz,Severe,Agricultural areas (excluding pastures),18.2
2010,AT221,Graz,Total,Pastures and natural grassland,9
2010,AT221,Graz,Moderate,Pastures and natural grassland,7.3
2010,AT221,Graz,Severe,Pastures and natural grassland,16.4
2010,AT222,Liezen,Total,Agricultural areas (excluding pastures),19.2
2010,AT222,Liezen,Moderate,Agricultural areas (excluding pastures),7.6
2010,AT222,Liezen,Severe,Agricultural areas (excluding pastures),24.5
2010,AT222,Liezen,Total,Pastures and natural grassland,11.6
2010,AT222,Liezen,Moderate,Pastures and natural grassland,7.6
2010,AT222,Liezen,Severe,Pastures and natural grassland,18.7
2010,AT223,Östliche Obersteiermark,Total,Agricultural areas (excluding pastures),12.8
2010,AT223,Östliche Obersteiermark,Moderate,Agricultural areas (excluding pastures),7.5
2010,AT223,Östliche Obersteiermark,Severe,Agricultural areas (excluding pastures),21.2
2010,AT223,Östliche Obersteiermark,Total,Pastures and natural grassland,10.2
2010,AT223,Östliche Obersteiermark,Moderate,Pastures and natural grassland,7.4
2010,AT223,Östliche Obersteiermark,Severe,Pastures and natural grassland,17.5
2010,AT224,Oststeiermark,Total,Agricultural areas (excluding pastures),9.6
2010,AT224,Oststeiermark,Moderate,Agricultural areas (excluding pastures),7.4
2010,AT224,Oststeiermark,Severe,Agricultural areas (excluding pastures),18.5
2010,AT224,Oststeiermark,Total,Pastures and natural grassland,9
2010,AT224,Oststeiermark,Moderate,Pastures and natural grassland,7.4
2010,AT224,Oststeiermark,Severe,Pastures and natural grassland,15.6
2010,AT225,West- und Südsteiermark,Total,Agricultural areas (excluding pastures),8.6
2010,AT225,West- und Südsteiermark,Moderate,Agricultural areas (excluding pastures),7.3
2010,AT225,West- und Südsteiermark,Severe,Agricultural areas (excluding pastures),19.8
2010,AT225,West- und Südsteiermark,Total,Pastures and natural grassland,8.5
2010,AT225,West- und Südsteiermark,Moderate,Pastures and natural grassland,7.4
2010,AT225,West- und Südsteiermark,Severe,Pastures and natural grassland,15
2010,AT226,Westliche Obersteiermark,Total,Agricultural areas (excluding pastures),12.9
2010,AT226,Westliche Obersteiermark,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT226,Westliche Obersteiermark,Severe,Agricultural areas (excluding pastures),26.5
2010,AT226,Westliche Obersteiermark,Total,Pastures and natural grassland,13.4
2010,AT226,Westliche Obersteiermark,Moderate,Pastures and natural grassland,7.6
2010,AT226,Westliche Obersteiermark,Severe,Pastures and natural grassland,18.4
2010,AT31,Oberösterreich,Total,Agricultural areas (excluding pastures),5.1
2010,AT31,Oberösterreich,Moderate,Agricultural areas (excluding pastures),7
2010,AT31,Oberösterreich,Severe,Agricultural areas (excluding pastures),15.2
2010,AT31,Oberösterreich,Total,Pastures and natural grassland,5.1
2010,AT31,Oberösterreich,Moderate,Pastures and natural grassland,7
2010,AT31,Oberösterreich,Severe,Pastures and natural grassland,16
2010,AT311,Innviertel,Total,Agricultural areas (excluding pastures),4.8
2010,AT311,Innviertel,Moderate,Agricultural areas (excluding pastures),7
2010,AT311,Innviertel,Severe,Agricultural areas (excluding pastures),14.9
2010,AT311,Innviertel,Total,Pastures and natural grassland,2.7
2010,AT311,Innviertel,Moderate,Pastures and natural grassland,6.6
2010,AT311,Innviertel,Severe,Pastures and natural grassland,12.7
2010,AT312,Linz-Wels,Total,Agricultural areas (excluding pastures),5.5
2010,AT312,Linz-Wels,Moderate,Agricultural areas (excluding pastures),7
2010,AT312,Linz-Wels,Severe,Agricultural areas (excluding pastures),16.1
2010,AT312,Linz-Wels,Total,Pastures and natural grassland,5
2010,AT312,Linz-Wels,Moderate,Pastures and natural grassland,7
2010,AT312,Linz-Wels,Severe,Pastures and natural grassland,13.5
2010,AT313,Mühlviertel,Total,Agricultural areas (excluding pastures),4.6
2010,AT313,Mühlviertel,Moderate,Agricultural areas (excluding pastures),6.9
2010,AT313,Mühlviertel,Severe,Agricultural areas (excluding pastures),13.7
2010,AT313,Mühlviertel,Total,Pastures and natural grassland,4
2010,AT313,Mühlviertel,Moderate,Pastures and natural grassland,6.7
2010,AT313,Mühlviertel,Severe,Pastures and natural grassland,13
2010,AT314,Steyr-Kirchdorf,Total,Agricultural areas (excluding pastures),5.7
2010,AT314,Steyr-Kirchdorf,Moderate,Agricultural areas (excluding pastures),7
2010,AT314,Steyr-Kirchdorf,Severe,Agricultural areas (excluding pastures),15.3
2010,AT314,Steyr-Kirchdorf,Total,Pastures and natural grassland,9.4
2010,AT314,Steyr-Kirchdorf,Moderate,Pastures and natural grassland,7.4
2010,AT314,Steyr-Kirchdorf,Severe,Pastures and natural grassland,16.3
2010,AT315,Traunviertel,Total,Agricultural areas (excluding pastures),5.8
2010,AT315,Traunviertel,Moderate,Agricultural areas (excluding pastures),7
2010,AT315,Traunviertel,Severe,Agricultural areas (excluding pastures),16.3
2010,AT315,Traunviertel,Total,Pastures and natural grassland,5.4
2010,AT315,Traunviertel,Moderate,Pastures and natural grassland,7
2010,AT315,Traunviertel,Severe,Pastures and natural grassland,16.4
2010,AT32,Salzburg,Total,Agricultural areas (excluding pastures),9.7
2010,AT32,Salzburg,Moderate,Agricultural areas (excluding pastures),7.4
2010,AT32,Salzburg,Severe,Agricultural areas (excluding pastures),20.4
2010,AT32,Salzburg,Total,Pastures and natural grassland,9.6
2010,AT32,Salzburg,Moderate,Pastures and natural grassland,7.3
2010,AT32,Salzburg,Severe,Pastures and natural grassland,18.3
2010,AT321,Lungau,Total,Agricultural areas (excluding pastures),11.6
2010,AT321,Lungau,Moderate,Agricultural areas (excluding pastures),7.1
2010,AT321,Lungau,Severe,Agricultural areas (excluding pastures),23.3
2010,AT321,Lungau,Total,Pastures and natural grassland,15.9
2010,AT321,Lungau,Moderate,Pastures and natural grassland,7.7
2010,AT321,Lungau,Severe,Pastures and natural grassland,20.5
2010,AT322,Pinzgau-Pongau,Total,Agricultural areas (excluding pastures),17.5
2010,AT322,Pinzgau-Pongau,Moderate,Agricultural areas (excluding pastures),7.9
2010,AT322,Pinzgau-Pongau,Severe,Agricultural areas (excluding pastures),20.9
2010,AT322,Pinzgau-Pongau,Total,Pastures and natural grassland,10.2
2010,AT322,Pinzgau-Pongau,Moderate,Pastures and natural grassland,7.4
2010,AT322,Pinzgau-Pongau,Severe,Pastures and natural grassland,17.8
2010,AT323,Salzburg und Umgebung,Total,Agricultural areas (excluding pastures),4.5
2010,AT323,Salzburg und Umgebung,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT323,Salzburg und Umgebung,Severe,Agricultural areas (excluding pastures),16.9
2010,AT323,Salzburg und Umgebung,Total,Pastures and natural grassland,4.5
2010,AT323,Salzburg und Umgebung,Moderate,Pastures and natural grassland,7.1
2010,AT323,Salzburg und Umgebung,Severe,Pastures and natural grassland,15.4
2010,AT33,Tirol,Total,Agricultural areas (excluding pastures),9.5
2010,AT33,Tirol,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT33,Tirol,Severe,Agricultural areas (excluding pastures),23.6
2010,AT33,Tirol,Total,Pastures and natural grassland,9.9
2010,AT33,Tirol,Moderate,Pastures and natural grassland,7.4
2010,AT33,Tirol,Severe,Pastures and natural grassland,17.8
2010,AT331,Außerfern,Total,Agricultural areas (excluding pastures),7
2010,AT331,Außerfern,Moderate,Agricultural areas (excluding pastures),7.5
2010,AT331,Außerfern,Severe,Agricultural areas (excluding pastures),17.3
2010,AT331,Außerfern,Total,Pastures and natural grassland,7.5
2010,AT331,Außerfern,Moderate,Pastures and natural grassland,7.3
2010,AT331,Außerfern,Severe,Pastures and natural grassland,14.8
2010,AT332,Innsbruck,Total,Agricultural areas (excluding pastures),9.5
2010,AT332,Innsbruck,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT332,Innsbruck,Severe,Agricultural areas (excluding pastures),22.5
2010,AT332,Innsbruck,Total,Pastures and natural grassland,10.3
2010,AT332,Innsbruck,Moderate,Pastures and natural grassland,7.4
2010,AT332,Innsbruck,Severe,Pastures and natural grassland,17.5
2010,AT333,Osttirol,Total,Agricultural areas (excluding pastures),12
2010,AT333,Osttirol,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT333,Osttirol,Severe,Agricultural areas (excluding pastures),27.7
2010,AT333,Osttirol,Total,Pastures and natural grassland,14
2010,AT333,Osttirol,Moderate,Pastures and natural grassland,7.6
2010,AT333,Osttirol,Severe,Pastures and natural grassland,20
2010,AT334,Tiroler Oberland,Total,Agricultural areas (excluding pastures),9.8
2010,AT334,Tiroler Oberland,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT334,Tiroler Oberland,Severe,Agricultural areas (excluding pastures),26.1
2010,AT334,Tiroler Oberland,Total,Pastures and natural grassland,11.4
2010,AT334,Tiroler Oberland,Moderate,Pastures and natural grassland,7.5
2010,AT334,Tiroler Oberland,Severe,Pastures and natural grassland,18
2010,AT335,Tiroler Unterland,Total,Agricultural areas (excluding pastures),7.7
2010,AT335,Tiroler Unterland,Moderate,Agricultural areas (excluding pastures),7.3
2010,AT335,Tiroler Unterland,Severe,Agricultural areas (excluding pastures),20.1
2010,AT335,Tiroler Unterland,Total,Pastures and natural grassland,7.4
2010,AT335,Tiroler Unterland,Moderate,Pastures and natural grassland,7.3
2010,AT335,Tiroler Unterland,Severe,Pastures and natural grassland,16
2010,AT34,Vorarlberg,Total,Agricultural areas (excluding pastures),4.8
2010,AT34,Vorarlberg,Moderate,Agricultural areas (excluding pastures),7.2
2010,AT34,Vorarlberg,Severe,Agricultural areas (excluding pastures),16.9
2010,AT34,Vorarlberg,Total,Pastures and natural grassland,7.6
2010,AT34,Vorarlberg,Moderate,Pastures and natural grassland,7.2
2010,AT34,Vorarlberg,Severe,Pastures and natural grassland,16
2010,AT341,Bludenz-Bregenzer Wald,Total,Agricultural areas (excluding pastures),7.7
2010,AT341,Bludenz-Bregenzer Wald,Moderate,Agricultural areas (excluding pastures),7.4
2010,AT341,Bludenz-Bregenzer Wald,Severe,Agricultural areas (excluding pastures),17.4
2010,AT341,Bludenz-Bregenzer Wald,Total,Pastures and natural grassland,8.2
2010,AT341,Bludenz-Bregenzer Wald,Moderate,Pastures and natural grassland,7.2
2010,AT341,Bludenz-Bregenzer Wald,Severe,Pastures and natural grassland,16.2
2010,AT342,Rheintal-Bodenseegebiet,Total,Agricultural areas (excluding pastures),3.7
2010,AT342,Rheintal-Bodenseegebiet,Moderate,Agricultural areas (excluding pastures),7.1
2010,AT342,Rheintal-Bodenseegebiet,Severe,Agricultural areas (excluding pastures),16.2
2010,AT342,Rheintal-Bodenseegebiet,Total,Pastures and natural grassland,5.4
2010,AT342,Rheintal-Bodenseegebiet,Moderate,Pastures and natural grassland,7.1
2010,AT342,Rheintal-Bodenseegebiet,Severe,Pastures and natural grassland,14.9
2010,BE,Belgium,Total,Agricultural areas (excluding pastures),1.7
2010,BE,Belgium,Moderate,Agricultural areas (excluding pastures),6.5
2010,BE,Belgium,Severe,Agricultural areas (excluding pastures),13.3
2010,BE,Belgium,Total,Pastures and natural grassland,1.3
2010,BE,Belgium,Moderate,Pastures and natural grassland,6.3
2010,BE,Belgium,Severe,Pastures and natural grassland,12.7
2010,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Total,Agricultural areas (excluding pastures),1.9
2010,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Total,Agricultural areas (excluding pastures),1.9
2010,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Moderate,Agricultural areas (excluding pastures),7
2010,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Severe,Agricultural areas (excluding pastures),0
2010,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Total,Pastures and natural grassland,1.4
2010,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Moderate,Pastures and natural grassland,0
2010,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,Severe,Pastures and natural grassland,0
2010,BE2,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,Moderate,Agricultural areas (excluding pastures),7
2010,BE21,Prov. Antwerpen,Total,Agricultural areas (excluding pastures),0.5
2010,BE21,Prov. Antwerpen,Moderate,Agricultural areas (excluding pastures),6.1
2010,BE21,Prov. Antwerpen,Severe,Agricultural areas (excluding pastures),0
2010,BE21,Prov. Antwerpen,Total,Pastures and natural grassland,0.3
2010,BE21,Prov. Antwerpen,Moderate,Pastures and natural grassland,0
2010,BE21,Prov. Antwerpen,Severe,Pastures and natural grassland,0
2010,BE211,Arr. Antwerpen,Total,Agricultural areas (excluding pastures),0.5
2010,BE211,Arr. Antwerpen,Moderate,Agricultural areas (excluding pastures),5.7
2010,BE211,Arr. Antwerpen,Severe,Agricultural areas (excluding pastures),0
2010,BE211,Arr. Antwerpen,Total,Pastures and natural grassland,0.2
2010,BE211,Arr. Antwerpen,Moderate,Pastures and natural grassland,0
2010,BE211,Arr. Antwerpen,Severe,Pastures and natural grassland,0
2010,BE212,Arr. Mechelen,Total,Agricultural areas (excluding pastures),0.5
2010,BE212,Arr. Mechelen,Moderate,Agricultural areas (excluding pastures),6.1
2010,BE212,Arr. Mechelen,Severe,Agricultural areas (excluding pastures),0
2010,BE212,Arr. Mechelen,Total,Pastures and natural grassland,0.3
2010,BE212,Arr. Mechelen,Moderate,Pastures and natural grassland,0
2010,BE212,Arr. Mechelen,Severe,Pastures and natural grassland,0
2010,BE213,Arr. Turnhout,Total,Agricultural areas (excluding pastures),0.5
2010,BE213,Arr. Turnhout,Moderate,Agricultural areas (excluding pastures),6.3
2010,BE213,Arr. Turnhout,Severe,Agricultural areas (excluding pastures),0
2010,BE213,Arr. Turnhout,Total,Pastures and natural grassland,0.2
2010,BE213,Arr. Turnhout,Moderate,Pastures and natural grassland,0
2010,BE213,Arr. Turnhout,Severe,Pastures and natural grassland,0
2010,BE22,Prov. Limburg (BE),Total,Agricultural areas (excluding pastures),1.2
2010,BE22,Prov. Limburg (BE),Moderate,Agricultural areas (excluding pastures),6.3
2010,BE22,Prov. Limburg (BE),Severe,Agricultural areas (excluding pastures),13.7
2010,BE22,Prov. Limburg (BE),Total,Pastures and natural grassland,0.5
2010,BE22,Prov. Limburg (BE),Moderate,Pastures and natural grassland,6.2
2010,BE22,Prov. Limburg (BE),Severe,Pastures and natural grassland,11.5
2010,BE223,Arr. Tongeren,Total,Agricultural areas (excluding pastures),1.7
2010,BE223,Arr. Tongeren,Moderate,Agricultural areas (excluding pastures),6.4
2010,BE223,Arr. Tongeren,Severe,Agricultural areas (excluding pastures),13.7
2010,BE223,Arr. Tongeren,Total,Pastures and natural grassland,1.3
2010,BE223,Arr. Tongeren,Moderate,Pastures and natural grassland,6.3
2010,BE223,Arr. Tongeren,Severe,Pastures and natural grassland,11.5
2010,BE224,Arr. Hasselt,Total,Agricultural areas (excluding pastures),1.1
2010,BE224,Arr. Hasselt,Moderate,Agricultural areas (excluding pastures),6
2010,BE224,Arr. Hasselt,Severe,Agricultural areas (excluding pastures),12.6
2010,BE224,Arr. Hasselt,Total,Pastures and natural grassland,0.4
2010,BE224,Arr. Hasselt,Moderate,Pastures and natural grassland,5.3
2010,BE224,Arr. Hasselt,Severe,Pastures and natural grassland,0
2010,BE225,Arr. Maaseik,Total,Agricultural areas (excluding pastures),0.7
2010,BE225,Arr. Maaseik,Moderate,Agricultural areas (excluding pastures),6.3
2010,BE225,Arr. Maaseik,Severe,Agricultural areas (excluding pastures),11.2
2010,BE225,Arr. Maaseik,Total,Pastures and natural grassland,0.3
2010,BE225,Arr. Maaseik,Moderate,Pastures and natural grassland,0
2010,BE225,Arr. Maaseik,Severe,Pastures and natural grassland,0
2010,BE23,Prov. Oost-Vlaanderen,Total,Agricultural areas (excluding pastures),1.1
2010,BE23,Prov. Oost-Vlaanderen,Moderate,Agricultural areas (excluding pastures),6.5
2010,BE23,Prov. Oost-Vlaanderen,Severe,Agricultural areas (excluding pastures),13.1
2010,BE23,Prov. Oost-Vlaanderen,Total,Pastures and natural grassland,0.5
2010,BE23,Prov. Oost-Vlaanderen,Moderate,Pastures and natural grassland,5.9
2010,BE23,Prov. Oost-Vlaanderen,Severe,Pastures and natural grassland,0
2010,BE231,Arr. Aalst,Total,Agricultural areas (excluding pastures),1.7
2010,BE231,Arr. Aalst,Moderate,Agricultural areas (excluding pastures),6.3
2010,BE231,Arr. Aalst,Severe,Agricultural areas (excluding pastures),12.6
2010,BE231,Arr. Aalst,Total,Pastures and natural grassland,0.8
2010,BE231,Arr. Aalst,Moderate,Pastures and natural grassland,5.5
2010,BE231,Arr. Aalst,Severe,Pastures and natural grassland,0
2010,BE232,Arr. Dendermonde,Total,Agricultural areas (excluding pastures),0.6
2010,BE232,Arr. Dendermonde,Moderate,Agricultural areas (excluding pastures),6.2
2010,BE232,Arr. Dendermonde,Severe,Agricultural areas (excluding pastures),10.8
2010,BE232,Arr. Dendermonde,Total,Pastures and natural grassland,0.3
2010,BE232,Arr. Dendermonde,Moderate,Pastures and natural grassland,0
2010,BE232,Arr. Dendermonde,Severe,Pastures and natural grassland,0
2010,BE233,Arr. Eeklo,Total,Agricultural areas (excluding pastures),0.6
2010,BE233,Arr. Eeklo,Moderate,Agricultural areas (excluding pastures),6.7
2010,BE233,Arr. Eeklo,Severe,Agricultural areas (excluding pastures),0
2010,BE233,Arr. Eeklo,Total,Pastures and natural grassland,0.3
2010,BE233,Arr. Eeklo,Moderate,Pastures and natural grassland,0
2010,BE233,Arr. Eeklo,Severe,Pastures and natural grassland,0
2010,BE234,Arr. Gent,Total,Agricultural areas (excluding pastures),0.7
2010,BE234,Arr. Gent,Moderate,Agricultural areas (excluding pastures),6.3
2010,BE234,Arr. Gent,Severe,Agricultural areas (excluding pastures),11.8
2010,BE234,Arr. Gent,Total,Pastures and natural grassland,0.4
2010,BE234,Arr. Gent,Moderate,Pastures and natural grassland,5.1
2010,BE234,Arr. Gent,Severe,Pastures and natural grassland,0
2010,BE235,Arr. Oudenaarde,Total,Agricultural areas (excluding pastures),2.6
2010,BE235,Arr. Oudenaarde,Moderate,Agricultural areas (excluding pastures),6.5
2010,BE235,Arr. Oudenaarde,Severe,Agricultural areas (excluding pastures),13.3
2010,BE235,Arr. Oudenaarde,Total,Pastures and natural grassland,1.2
2010,BE235,Arr. Oudenaarde,Moderate,Pastures and natural grassland,6
2010,BE235,Arr. Oudenaarde,Severe,Pastures and natural grassland,0
2010,BE236,Arr. Sint-Niklaas,Total,Agricultural areas (excluding pastures),0.6
2010,BE236,Arr. Sint-Niklaas,Moderate,Agricultural areas (excluding pastures),6.2
2010,BE236,Arr. Sint-Niklaas,Severe,Agricultural areas (excluding pastures),24.6
2010,BE236,Arr. Sint-Niklaas,Total,Pastures and natural grassland,0.3
2010,BE236,Arr. Sint-Niklaas,Moderate,Pastures and natural grassland,0
