TIME,GEO_NAME,GEO,GREEN_POL,SRC_CRF,THOUSAND_TONNES
2010,RO,Romania,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-30,848.96"
2010,RO,Romania,Methane,"Land use, land use change, and forestry (LULUCF)",0.03
2010,RO,Romania,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",0.69
2010,RO,Romania,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",6.1
2010,RO,Romania,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","1,816.82"
2010,RO,Romania,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,RO,Romania,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,RO,Romania,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,RO,Romania,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,RO,Romania,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SE,Sweden,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"6,835.76"
2010,SE,Sweden,Carbon dioxide,Agriculture,123.8
2010,SE,Sweden,Methane,Agriculture,132.46
2010,SE,Sweden,Methane (CO2 equivalent),Agriculture,"3,311.40"
2010,SE,Sweden,Nitrous oxide,Agriculture,11.41
2010,SE,Sweden,Nitrous oxide (CO2 equivalent),Agriculture,"3,400.56"
2010,SE,Sweden,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2010,SE,Sweden,Perfluorocarbones (CO2 equivalent),Agriculture,:
2010,SE,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2010,SE,Sweden,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2010,SE,Sweden,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2010,SE,Sweden,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-38,558.38"
2010,SE,Sweden,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-40,262.72"
2010,SE,Sweden,Methane,"Land use, land use change, and forestry (LULUCF)",17.71
2010,SE,Sweden,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",442.83
2010,SE,Sweden,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",4.23
2010,SE,Sweden,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","1,261.51"
2010,SE,Sweden,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SE,Sweden,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SE,Sweden,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SE,Sweden,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SE,Sweden,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SI,Slovenia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"1,675.23"
2010,SI,Slovenia,Carbon dioxide,Agriculture,27.83
2010,SI,Slovenia,Methane,Agriculture,45.52
2010,SI,Slovenia,Methane (CO2 equivalent),Agriculture,"1,138.04"
2010,SI,Slovenia,Nitrous oxide,Agriculture,1.71
2010,SI,Slovenia,Nitrous oxide (CO2 equivalent),Agriculture,509.36
2010,SI,Slovenia,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2010,SI,Slovenia,Perfluorocarbones (CO2 equivalent),Agriculture,:
2010,SI,Slovenia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2010,SI,Slovenia,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2010,SI,Slovenia,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2010,SI,Slovenia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-7,336.43"
2010,SI,Slovenia,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-7,383.04"
2010,SI,Slovenia,Methane,"Land use, land use change, and forestry (LULUCF)",0.02
2010,SI,Slovenia,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",0.62
2010,SI,Slovenia,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.15
2010,SI,Slovenia,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",45.99
2010,SI,Slovenia,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SI,Slovenia,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SI,Slovenia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SI,Slovenia,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SI,Slovenia,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SK,Slovakia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"2,396.66"
2010,SK,Slovakia,Carbon dioxide,Agriculture,47.09
2010,SK,Slovakia,Methane,Agriculture,46.3
2010,SK,Slovakia,Methane (CO2 equivalent),Agriculture,"1,157.57"
2010,SK,Slovakia,Nitrous oxide,Agriculture,4
2010,SK,Slovakia,Nitrous oxide (CO2 equivalent),Agriculture,"1,192"
2010,SK,Slovakia,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2010,SK,Slovakia,Perfluorocarbones (CO2 equivalent),Agriculture,:
2010,SK,Slovakia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2010,SK,Slovakia,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2010,SK,Slovakia,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2010,SK,Slovakia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-6,147.90"
2010,SK,Slovakia,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-6,195.88"
2010,SK,Slovakia,Methane,"Land use, land use change, and forestry (LULUCF)",0.73
2010,SK,Slovakia,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",18.21
2010,SK,Slovakia,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.1
2010,SK,Slovakia,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",29.78
2010,SK,Slovakia,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SK,Slovakia,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SK,Slovakia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SK,Slovakia,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,SK,Slovakia,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,TR,Turkey,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"44,409.31"
2010,TR,Turkey,Carbon dioxide,Agriculture,644.98
2010,TR,Turkey,Methane,Agriculture,951.44
2010,TR,Turkey,Methane (CO2 equivalent),Agriculture,"23,786.04"
2010,TR,Turkey,Nitrous oxide,Agriculture,67.04
2010,TR,Turkey,Nitrous oxide (CO2 equivalent),Agriculture,"19,978.29"
2010,TR,Turkey,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2010,TR,Turkey,Perfluorocarbones (CO2 equivalent),Agriculture,:
2010,TR,Turkey,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2010,TR,Turkey,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2010,TR,Turkey,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2010,TR,Turkey,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-73,419.47"
2010,TR,Turkey,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-73,484.90"
2010,TR,Turkey,Methane,"Land use, land use change, and forestry (LULUCF)",0.93
2010,TR,Turkey,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",23.16
2010,TR,Turkey,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.14
2010,TR,Turkey,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",42.27
2010,TR,Turkey,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,TR,Turkey,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,TR,Turkey,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,TR,Turkey,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,TR,Turkey,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,UK,United Kingdom,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"41,155.98"
2010,UK,United Kingdom,Carbon dioxide,Agriculture,"1,415.30"
2010,UK,United Kingdom,Methane,Agriculture,"1,004.85"
2010,UK,United Kingdom,Methane (CO2 equivalent),Agriculture,"25,121.25"
2010,UK,United Kingdom,Nitrous oxide,Agriculture,49.06
2010,UK,United Kingdom,Nitrous oxide (CO2 equivalent),Agriculture,"14,619.43"
2010,UK,United Kingdom,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2010,UK,United Kingdom,Perfluorocarbones (CO2 equivalent),Agriculture,:
2010,UK,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2010,UK,United Kingdom,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2010,UK,United Kingdom,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2010,UK,United Kingdom,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","5,979.18"
2010,UK,United Kingdom,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-1,010.15"
2010,UK,United Kingdom,Methane,"Land use, land use change, and forestry (LULUCF)",191.56
2010,UK,United Kingdom,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","4,788.89"
2010,UK,United Kingdom,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",7.38
2010,UK,United Kingdom,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","2,200.43"
2010,UK,United Kingdom,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,UK,United Kingdom,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,UK,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,UK,United Kingdom,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2010,UK,United Kingdom,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,AT,Austria,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"7,172.57"
2011,AT,Austria,Carbon dioxide,Agriculture,116.88
2011,AT,Austria,Methane,Agriculture,185.03
2011,AT,Austria,Methane (CO2 equivalent),Agriculture,"4,625.81"
2011,AT,Austria,Nitrous oxide,Agriculture,8.15
2011,AT,Austria,Nitrous oxide (CO2 equivalent),Agriculture,"2,429.87"
2011,AT,Austria,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2011,AT,Austria,Perfluorocarbones (CO2 equivalent),Agriculture,:
2011,AT,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2011,AT,Austria,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2011,AT,Austria,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2011,AT,Austria,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-6,102.88"
2011,AT,Austria,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-6,238.97"
2011,AT,Austria,Methane,"Land use, land use change, and forestry (LULUCF)",0.96
2011,AT,Austria,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",23.89
2011,AT,Austria,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.38
2011,AT,Austria,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",112.21
2011,AT,Austria,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,AT,Austria,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,AT,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,AT,Austria,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,AT,Austria,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BE,Belgium,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"9,495.67"
2011,BE,Belgium,Carbon dioxide,Agriculture,172.26
2011,BE,Belgium,Methane,Agriculture,210.49
2011,BE,Belgium,Methane (CO2 equivalent),Agriculture,"5,262.20"
2011,BE,Belgium,Nitrous oxide,Agriculture,13.63
2011,BE,Belgium,Nitrous oxide (CO2 equivalent),Agriculture,"4,061.20"
2011,BE,Belgium,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2011,BE,Belgium,Perfluorocarbones (CO2 equivalent),Agriculture,:
2011,BE,Belgium,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2011,BE,Belgium,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2011,BE,Belgium,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2011,BE,Belgium,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)",-979.24
2011,BE,Belgium,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-1,158.37"
2011,BE,Belgium,Methane,"Land use, land use change, and forestry (LULUCF)",0.35
2011,BE,Belgium,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",8.77
2011,BE,Belgium,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.57
2011,BE,Belgium,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",170.38
2011,BE,Belgium,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BE,Belgium,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BE,Belgium,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BE,Belgium,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BE,Belgium,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BG,Bulgaria,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"4,955.66"
2011,BG,Bulgaria,Carbon dioxide,Agriculture,26.28
2011,BG,Bulgaria,Methane,Agriculture,80.05
2011,BG,Bulgaria,Methane (CO2 equivalent),Agriculture,"2,001.22"
2011,BG,Bulgaria,Nitrous oxide,Agriculture,9.83
2011,BG,Bulgaria,Nitrous oxide (CO2 equivalent),Agriculture,"2,928.15"
2011,BG,Bulgaria,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2011,BG,Bulgaria,Perfluorocarbones (CO2 equivalent),Agriculture,:
2011,BG,Bulgaria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2011,BG,Bulgaria,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2011,BG,Bulgaria,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2011,BG,Bulgaria,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-9,978.56"
2011,BG,Bulgaria,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-10,285.64"
2011,BG,Bulgaria,Methane,"Land use, land use change, and forestry (LULUCF)",0.67
2011,BG,Bulgaria,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",16.67
2011,BG,Bulgaria,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.97
2011,BG,Bulgaria,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",290.41
2011,BG,Bulgaria,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BG,Bulgaria,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BG,Bulgaria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BG,Bulgaria,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,BG,Bulgaria,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CH,Switzerland,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"6,073.59"
2011,CH,Switzerland,Carbon dioxide,Agriculture,43.51
2011,CH,Switzerland,Methane,Agriculture,162.31
2011,CH,Switzerland,Methane (CO2 equivalent),Agriculture,"4,057.72"
2011,CH,Switzerland,Nitrous oxide,Agriculture,6.62
2011,CH,Switzerland,Nitrous oxide (CO2 equivalent),Agriculture,"1,972.36"
2011,CH,Switzerland,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2011,CH,Switzerland,Perfluorocarbones (CO2 equivalent),Agriculture,:
2011,CH,Switzerland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2011,CH,Switzerland,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2011,CH,Switzerland,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2011,CH,Switzerland,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-1,138.83"
2011,CH,Switzerland,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-1,201.07"
2011,CH,Switzerland,Methane,"Land use, land use change, and forestry (LULUCF)",0.56
2011,CH,Switzerland,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",14.06
2011,CH,Switzerland,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.16
2011,CH,Switzerland,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",48.18
2011,CH,Switzerland,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CH,Switzerland,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CH,Switzerland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CH,Switzerland,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CH,Switzerland,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CY,Cyprus,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,520.56
2011,CY,Cyprus,Carbon dioxide,Agriculture,0.91
2011,CY,Cyprus,Methane,Agriculture,12.77
2011,CY,Cyprus,Methane (CO2 equivalent),Agriculture,319.17
2011,CY,Cyprus,Nitrous oxide,Agriculture,0.67
2011,CY,Cyprus,Nitrous oxide (CO2 equivalent),Agriculture,200.47
2011,CY,Cyprus,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2011,CY,Cyprus,Perfluorocarbones (CO2 equivalent),Agriculture,:
2011,CY,Cyprus,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2011,CY,Cyprus,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2011,CY,Cyprus,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2011,CY,Cyprus,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)",-434.67
2011,CY,Cyprus,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)",-435.94
2011,CY,Cyprus,Methane,"Land use, land use change, and forestry (LULUCF)",0.04
2011,CY,Cyprus,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",0.94
2011,CY,Cyprus,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0
2011,CY,Cyprus,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",0.33
2011,CY,Cyprus,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CY,Cyprus,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CY,Cyprus,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CY,Cyprus,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CY,Cyprus,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CZ,Czechia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"8,206.84"
2011,CZ,Czechia,Carbon dioxide,Agriculture,287.28
2011,CZ,Czechia,Methane,Agriculture,138.92
2011,CZ,Czechia,Methane (CO2 equivalent),Agriculture,"3,472.92"
2011,CZ,Czechia,Nitrous oxide,Agriculture,14.92
2011,CZ,Czechia,Nitrous oxide (CO2 equivalent),Agriculture,"4,446.65"
2011,CZ,Czechia,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2011,CZ,Czechia,Perfluorocarbones (CO2 equivalent),Agriculture,:
2011,CZ,Czechia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2011,CZ,Czechia,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2011,CZ,Czechia,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2011,CZ,Czechia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-8,590.74"
2011,CZ,Czechia,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-8,637.50"
2011,CZ,Czechia,Methane,"Land use, land use change, and forestry (LULUCF)",0.99
2011,CZ,Czechia,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",24.69
2011,CZ,Czechia,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.07
2011,CZ,Czechia,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",22.07
2011,CZ,Czechia,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CZ,Czechia,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CZ,Czechia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CZ,Czechia,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,CZ,Czechia,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2011,DE,Germany (until 1990 former territory of the FRG),"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"63,304.95"
2011,DE,Germany (until 1990 former territory of the FRG),Carbon dioxide,Agriculture,"2,511.40"
2011,DE,Germany (until 1990 former territory of the FRG),Methane,Agriculture,"1,253.97"
2011,DE,Germany (until 1990 former territory of the FRG),Methane (CO2 equivalent),Agriculture,"31,349.29"
2011,DE,Germany (until 1990 former territory of the FRG),Nitrous oxide,Agriculture,98.81
2011,DE,Germany (until 1990 former territory of the FRG),Nitrous oxide (CO2 equivalent),Agriculture,"29,444.26"
2011,DE,Germany (until 1990 former territory of the FRG),Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2011,DE,Germany (until 1990 former territory of the FRG),Perfluorocarbones (CO2 equivalent),Agriculture,:
