TIME,GEO_NAME,GEO,IRRIGATION,CROPS
2013,NO02,Hedmark and Oppland,Irrigable,19.6
2013,NO02,Hedmark and Oppland,Irrigated,4.1
2013,NO03,Sor-Ostlandet,Irrigable,14.3
2013,NO03,Sor-Ostlandet,Irrigated,3.4
2013,NO04,Agder and Rogaland,Irrigable,5.4
2013,NO04,Agder and Rogaland,Irrigated,1
2013,NO05,Vestlandet,Irrigable,3.6
2013,NO05,Vestlandet,Irrigated,1.7
2013,NO06,Trondelag,Irrigable,1.9
2013,NO06,Trondelag,Irrigated,0.4
2013,NO07,Nord-Norge,Irrigable,1.8
2013,NO07,Nord-Norge,Irrigated,0
2013,PL,Poland,Irrigable,0.5
2013,PL,Poland,Irrigated,0.3
2013,PL11,Lodzkie,Irrigable,1.4
2013,PL11,Lodzkie,Irrigated,0.9
2013,PL12,Mozowieckie,Irrigable,1
2013,PL12,Mozowieckie,Irrigated,0.6
2013,PL21,Malopolskie,Irrigable,0.1
2013,PL21,Malopolskie,Irrigated,0.1
2013,PL22,Slaskie,Irrigable,0.3
2013,PL22,Slaskie,Irrigated,0.2
2013,PL31,Lubelskie,Irrigable,0.3
2013,PL31,Lubelskie,Irrigated,0.2
2013,PL32,Podkarpackie,Irrigable,0.1
2013,PL32,Podkarpackie,Irrigated,0
2013,PL33,Swietokrzyskie,Irrigable,0.3
2013,PL33,Swietokrzyskie,Irrigated,0.2
2013,PL34,Podlaskie,Irrigable,0.2
2013,PL34,Podlaskie,Irrigated,0.1
2013,PL41,Wielkopolskie,Irrigable,0.7
2013,PL41,Wielkopolskie,Irrigated,0.4
2013,PL42,Zachodniopomorskie,Irrigable,0.2
2013,PL42,Zachodniopomorskie,Irrigated,0.1
2013,PL43,Lubuskie,Irrigable,0.2
2013,PL43,Lubuskie,Irrigated,0.1
2013,PL51,Dolnoslaskie,Irrigable,0.2
2013,PL51,Dolnoslaskie,Irrigated,0.1
2013,PL52,Opolskie,Irrigable,0.4
2013,PL52,Opolskie,Irrigated,0.1
2013,PL61,Kujawsko-Pomorskie,Irrigable,1.2
2013,PL61,Kujawsko-Pomorskie,Irrigated,0.9
2013,PL62,Warninsko-Mazurskie,Irrigable,0.1
2013,PL62,Warninsko-Mazurskie,Irrigated,0
2013,PL63,Pomorskie,Irrigable,0.5
2013,PL63,Pomorskie,Irrigated,0.2
2013,PT,Portugal,Irrigable,15.2
2013,PT,Portugal,Irrigated,13.1
2013,PT11,Norte,Irrigable,23.7
2013,PT11,Norte,Irrigated,19.2
2013,PT15,Algarve,Irrigable,18.7
2013,PT15,Algarve,Irrigated,17.8
2013,PT16,Centro,Irrigable,21.2
2013,PT16,Centro,Irrigated,17
2013,PT17,Area Metropolitana de Lisboa,Irrigable,36.3
2013,PT17,Area Metropolitana de Lisboa,Irrigated,31.8
2013,PT18,Alantejo,Irrigable,10.8
2013,PT18,Alantejo,Irrigated,10
2013,PT20,Regiao Autonoma dos Acores,Irrigable,0.3
2013,PT20,Regiao Autonoma dos Acores,Irrigated,0.2
2013,PT30,Regiao Autonoma de Madeira,Irrigable,81.9
2013,PT30,Regiao Autonoma de Madeira,Irrigated,73.8
2013,RO,Romenia,Irrigable,1.8
2013,RO,Romenia,Irrigated,1.2
2013,RO11,Nord-Vest,Irrigable,0
2013,RO11,Nord-Vest,Irrigated,0
2013,RO12,Centru,Irrigable,0
2013,RO12,Centru,Irrigated,0
2013,RO21,Macroregion 2 Nord-Est,Irrigable,0.2
2013,RO21,Macroregion 2 Nord-Est,Irrigated,0.1
2013,RO22,Macroregion 2 Sud-Est,Irrigable,8.1
2013,RO22,Macroregion 2 Sud-Est,Irrigated,5.8
2013,RO31,Sud Muntenia,Irrigable,1.7
2013,RO31,Sud Muntenia,Irrigated,1
2013,RO32,Bucaresti-Iifov,Irrigable,0.7
2013,RO32,Bucaresti-Iifov,Irrigated,0.2
2013,RO41,Sud-Vest Oltenia,Irrigable,0.8
2013,RO41,Sud-Vest Oltenia,Irrigated,0.3
2013,RO42,Vest,Irrigable,0.2
2013,RO42,Vest,Irrigated,0.1
2013,SE,Sweden,Irrigable,5.1
2013,SE,Sweden,Irrigated,1.7
2013,SE11,Stockholm,Irrigable,1.4
2013,SE11,Stockholm,Irrigated,0.1
2013,SE12,East-middle Sweden,Irrigable,2.3
2013,SE12,East-middle Sweden,Irrigated,0.4
2013,SE21,Smaland and islands,Irrigable,4.8
2013,SE21,Smaland and islands,Irrigated,1.8
2013,SE22,South Sweden,Irrigable,13.2
2013,SE22,South Sweden,Irrigated,6.4
2013,SE23,West Sweden,Irrigable,5.2
2013,SE23,West Sweden,Irrigated,0.7
2013,SE31,North-middle Sweden,Irrigable,2.1
2013,SE31,North-middle Sweden,Irrigated,0.2
2013,SE32,Middle Norrland,Irrigable,1
2013,SE32,Middle Norrland,Irrigated,0.2
2013,SE33,Upper Norrland,Irrigable,0.6
2013,SE33,Upper Norrland,Irrigated,0.1
2013,SI,Slovenia,Irrigable,0.9
2013,SI,Slovenia,Irrigated,0.5
2013,SI01,Eastern Slovenia,Irrigable,0.9
2013,SI01,Eastern Slovenia,Irrigated,0.5
2013,SI02,Western Slovenia,Irrigable,0.8
2013,SI02,Western Slovenia,Irrigated,0.6
2013,SI03,Eastern Slovenia,Irrigable,: 
2013,SI03,Eastern Slovenia,Irrigated,: 
2013,SI04,Western Slovenia,Irrigable,: 
2013,SI04,Western Slovenia,Irrigated,: 
2013,SK,Slovakia,Irrigable,5.2
2013,SK,Slovakia,Irrigated,1.3
2013,SK01,Bratislava Region,Irrigable,18.6
2013,SK01,Bratislava Region,Irrigated,7.9
2013,SK02,Western Slovakia,Irrigable,9.9
2013,SK02,Western Slovakia,Irrigated,2.2
2013,SK03,Central Slovakia,Irrigable,0.7
2013,SK03,Central Slovakia,Irrigated,0.1
2013,SK04,Eastern Slovakia,Irrigable,0.1
2013,SK04,Eastern Slovakia,Irrigated,0
2013,UK,United Kingdom,Irrigable,0.7
2013,UK,United Kingdom,Irrigated,0.3
2013,UKC1,Tees Valley and Durham,Irrigable,: c
2013,UKC1,Tees Valley and Durham,Irrigated,: c
2013,UKC2,Northumberland and Tyne and Wear,Irrigable,0.1
2013,UKC2,Northumberland and Tyne and Wear,Irrigated,0.1
2013,UKD1,Cumbria,Irrigable,0
2013,UKD1,Cumbria,Irrigated,0
2013,UKD2,Cheshire,Irrigable,: 
2013,UKD2,Cheshire,Irrigated,: 
2013,UKD3,Greater Manchester,Irrigable,: c
2013,UKD3,Greater Manchester,Irrigated,: c
2013,UKD4,Lancashire,Irrigable,0.1
2013,UKD4,Lancashire,Irrigated,0.1
2013,UKD5,Merseyside,Irrigable,: 
2013,UKD5,Merseyside,Irrigated,: 
2013,UKD6,Cheshire,Irrigable,: c
2013,UKD6,Cheshire,Irrigated,: c
2013,UKD7,Merseyside,Irrigable,: c
2013,UKD7,Merseyside,Irrigated,: c
2013,UKE1,East Riding and North Lincolnshire,Irrigable,0.7
2013,UKE1,East Riding and North Lincolnshire,Irrigated,0.5
2013,UKE2,North Yorkshire,Irrigable,0.4
2013,UKE2,North Yorkshire,Irrigated,0.3
2013,UKE3,South Yorkshire,Irrigable,0.6
2013,UKE3,South Yorkshire,Irrigated,0.5
2013,UKE4,West Yorkshire,Irrigable,0.1
2013,UKE4,West Yorkshire,Irrigated,0.1
2013,UKF1,Derbyshire and Nottinghamshire,Irrigable,1.5
2013,UKF1,Derbyshire and Nottinghamshire,Irrigated,1.4
2013,UKF2,"Leicestershire, Rutland and Northamptonshire",Irrigable,0.1
2013,UKF2,"Leicestershire, Rutland and Northamptonshire",Irrigated,0
2013,UKF3,Lincolnshire,Irrigable,1.1
2013,UKF3,Lincolnshire,Irrigated,0.9
2013,UKG1,"Herefordshire, Worcestersire and Warwickshire",Irrigable,0.6
2013,UKG1,"Herefordshire, Worcestersire and Warwickshire",Irrigated,0.5
2013,UKG2,Shropshire and Staffordshire,Irrigable,0.7
2013,UKG2,Shropshire and Staffordshire,Irrigated,0.4
2013,UKG3,West midlands,Irrigable,: c
2013,UKG3,West midlands,Irrigated,: c
2013,UKH1,East Anglia,Irrigable,2.7
2013,UKH1,East Anglia,Irrigated,2.5
2013,UKH2,Bedfordshire and Hertfordshire,Irrigable,0.7
2013,UKH2,Bedfordshire and Hertfordshire,Irrigated,0.7
2013,UKH3,Essex,Irrigable,1.3
2013,UKH3,Essex,Irrigated,1.1
2013,UKI1,Derbyshire and Nottinghamshire,Irrigable,0
2013,UKI1,Derbyshire and Nottinghamshire,Irrigated,0
2013,UKI2,"Leicestershire, Rutland and Northamptonshire",Irrigable,0.6
2013,UKI2,"Leicestershire, Rutland and Northamptonshire",Irrigated,0.4
2013,UKI5,Outer London- East and north-East,Irrigable,: 
2013,UKI5,Outer London- East and north-East,Irrigated,: 
2013,UKI6,Outer London- South,Irrigable,: 
2013,UKI6,Outer London- South,Irrigated,: 
2013,UKI7,Outer London - West and North-West,Irrigable,: 
2013,UKI7,Outer London - West and North-West,Irrigated,: 
2013,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Irrigable,0
2013,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Irrigated,0
2013,UKJ2,"Surrey, East and West Sussex",Irrigable,0.2
2013,UKJ2,"Surrey, East and West Sussex",Irrigated,0.2
2013,UKJ3,Hampshire and Isle of Wight,Irrigable,0.3
2013,UKJ3,Hampshire and Isle of Wight,Irrigated,0.2
2013,UKJ4,Kent,Irrigable,0.9
2013,UKJ4,Kent,Irrigated,0.9
2013,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",Irrigable,0.1
2013,UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",Irrigated,0.1
2013,UKK2,Dorset and Somerset,Irrigable,0
2013,UKK2,Dorset and Somerset,Irrigated,0
2013,UKK3,Cornwall and Isles of Scilly,Irrigable,0
2013,UKK3,Cornwall and Isles of Scilly,Irrigated,: c
2013,UKK4,Devon,Irrigable,0
2013,UKK4,Devon,Irrigated,0
2013,UKL1,West Wales and the Valleys,Irrigable,0
2013,UKL1,West Wales and the Valleys,Irrigated,: c
2013,UKL2,East Wales,Irrigable,0
2013,UKL2,East Wales,Irrigated,: c
2013,UKM2,Eastern Scotland,Irrigable,3.7
2013,UKM2,Eastern Scotland,Irrigated,0.1
2013,UKM3,South Western Scotland,Irrigable,0.4
2013,UKM3,South Western Scotland,Irrigated,0
2013,UKM5,Nprth Eastern Scotland,Irrigable,1.1
2013,UKM5,Nprth Eastern Scotland,Irrigated,0
2013,UKM6,Highlands and Islands,Irrigable,0.2
2013,UKM6,Highlands and Islands,Irrigated,0
2013,UKN0,Northern Ireland,Irrigable,0
2013,UKN0,Northern Ireland,Irrigated,0
2016,AT,Austria,Irrigable,3.7
2016,AT,Austria,Irrigated,1.4
2016,AT11,Burgenland,Irrigable,12.5
2016,AT11,Burgenland,Irrigated,5.6
2016,AT12,Lower Austria,Irrigable,7.2
2016,AT12,Lower Austria,Irrigated,2.7
2016,AT13,Vienna,Irrigable,34.3
2016,AT13,Vienna,Irrigated,15.4
2016,AT21,Carinthia,Irrigable,0.6
2016,AT21,Carinthia,Irrigated,0
2016,AT22,Styria,Irrigable,0.9
2016,AT22,Styria,Irrigated,0.4
2016,AT31,Upper Austria,Irrigable,0.5
2016,AT31,Upper Austria,Irrigated,0.1
2016,AT32,Salzburg,Irrigable,0.2
2016,AT32,Salzburg,Irrigated,0
2016,AT33,Tyrol,Irrigable,1.2
2016,AT33,Tyrol,Irrigated,0.5
2016,AT34,Vorarlberg,Irrigable,0.7
2016,AT34,Vorarlberg,Irrigated,0.2
2016,BE,Belgium,Irrigable,1.8
2016,BE,Belgium,Irrigated,0.8
2016,BE10,Brussels,Irrigable,0
2016,BE10,Brussels,Irrigated,0
2016,BE21,Antwerp,Irrigable,4.5
2016,BE21,Antwerp,Irrigated,2.1
2016,BE22,Limburg,Irrigable,4.7
2016,BE22,Limburg,Irrigated,1.9
2016,BE23,East Flanders,Irrigable,0.7
2016,BE23,East Flanders,Irrigated,0.3
2016,BE24,Flemish Barbant,Irrigable,0.9
2016,BE24,Flemish Barbant,Irrigated,0.6
2016,BE25,West Flanders,Irrigable,5.1
2016,BE25,West Flanders,Irrigated,2
2016,BE31,Walloon Barbant,Irrigable,1
2016,BE31,Walloon Barbant,Irrigated,0.3
2016,BE32,Hainaut,Irrigable,0.3
2016,BE32,Hainaut,Irrigated,0.1
2016,BE33,Liége,Irrigable,1.3
2016,BE33,Liége,Irrigated,0.6
2016,BE34,Luxemburg,Irrigable,: c
2016,BE34,Luxemburg,Irrigated,: c
2016,BE35,Namur,Irrigable,0.3
2016,BE35,Namur,Irrigated,0.1
2016,BG,Bulgaria,Irrigable,3
2016,BG,Bulgaria,Irrigated,2.1
2016,BG31,Severozapaden,Irrigable,1.1
2016,BG31,Severozapaden,Irrigated,0.5
2016,BG32,Severen centralen,Irrigable,0.8
2016,BG32,Severen centralen,Irrigated,0.7
2016,BG33,Severoiztoecen,Irrigable,1
2016,BG33,Severoiztoecen,Irrigated,0.7
2016,BG34,Jugoiztecen,Irrigable,3.5
2016,BG34,Jugoiztecen,Irrigated,1.9
2016,BG41,Jugozapaden,Irrigable,3.9
2016,BG41,Jugozapaden,Irrigated,2.9
2016,BG42,Juzen centralen,Irrigable,9.7
2016,BG42,Juzen centralen,Irrigated,7.4
2016,CH,Switzerland,Irrigable,: 
2016,CH,Switzerland,Irrigated,: 
2016,CH01,Lake Geneva region,Irrigable,: 
2016,CH01,Lake Geneva region,Irrigated,: 
2016,CH02,Espace Mittelland,Irrigable,: 
2016,CH02,Espace Mittelland,Irrigated,: 
2016,CH03,Northwest Switzerland,Irrigable,: 
2016,CH03,Northwest Switzerland,Irrigated,: 
2016,CH04,Zurich,Irrigable,: 
2016,CH04,Zurich,Irrigated,: 
2016,CH05,Eastern Switzerland,Irrigable,: 
2016,CH05,Eastern Switzerland,Irrigated,: 
2016,CH06,Central Switzerland,Irrigable,: 
2016,CH06,Central Switzerland,Irrigated,: 
2016,CH07,Ticino,Irrigable,: 
2016,CH07,Ticino,Irrigated,: 
2016,CY,Cyprus,Irrigable,34.1
2016,CY,Cyprus,Irrigated,21
2016,CY00,Cyprus,Irrigable,34.1
2016,CY00,Cyprus,Irrigated,21
2016,CZ,Czech Republic,Irrigable,1.3
2016,CZ,Czech Republic,Irrigated,0.7
2016,CZ01,Prague,Irrigable,1.8
2016,CZ01,Prague,Irrigated,1.7
2016,CZ02,Central Bohemia,Irrigable,2.1
2016,CZ02,Central Bohemia,Irrigated,1.3
2016,CZ03,Southwest Bohemia,Irrigable,0.6
2016,CZ03,Southwest Bohemia,Irrigated,0.3
2016,CZ04,Northwest Bohemia,Irrigable,2.1
2016,CZ04,Northwest Bohemia,Irrigated,0.8
2016,CZ05,Northeast Bohemia,Irrigable,0.8
2016,CZ05,Northeast Bohemia,Irrigated,0.4
2016,CZ06,Southeast Bohemia,Irrigable,2.4
2016,CZ06,Southeast Bohemia,Irrigated,1.4
2016,CZ07,Central Moravia,Irrigable,0.3
2016,CZ07,Central Moravia,Irrigated,0.1
2016,CZ08,Moravian-Silesian,Irrigable,0.1
2016,CZ08,Moravian-Silesian,Irrigated,0.1
2016,DE,Germany,Irrigable,4
2016,DE,Germany,Irrigated,2.7
2016,DE1,Baden-Württemberg,Irrigable,: 
2016,DE1,Baden-Württemberg,Irrigated,: 
2016,DE11,Stuttgart,Irrigable,2.2
2016,DE11,Stuttgart,Irrigated,1.4
2016,DE12,Karlsruhe,Irrigable,5
2016,DE12,Karlsruhe,Irrigated,2.7
2016,DE13,Freiburg,Irrigable,3.2
2016,DE13,Freiburg,Irrigated,2.5
2016,DE14,Tübingen,Irrigable,0.6
2016,DE14,Tübingen,Irrigated,0.3
2016,DE2,Bavaria,Irrigable,: 
2016,DE2,Bavaria,Irrigated,: 
2016,DE21,Oberbayern,Irrigable,1.5
2016,DE21,Oberbayern,Irrigated,0.8
2016,DE22,Niederbayern,Irrigable,3
2016,DE22,Niederbayern,Irrigated,1.4
2016,DE23,Oberpfalz,Irrigable,2.8
2016,DE23,Oberpfalz,Irrigated,1.5
2016,DE24,Oberfranken,Irrigable,0.3
2016,DE24,Oberfranken,Irrigated,0.2
2016,DE25,Mittelfranken,Irrigable,0.9
2016,DE25,Mittelfranken,Irrigated,0.7
2016,DE26,Unterfranken,Irrigable,1.5
2016,DE26,Unterfranken,Irrigated,1.1
2016,DE27,Schwaben,Irrigable,1.1
2016,DE27,Schwaben,Irrigated,0.5
2016,DE3,Berlin,Irrigable,: 
2016,DE3,Berlin,Irrigated,: 
2016,DE30,Berlin,Irrigable,3.3
2016,DE30,Berlin,Irrigated,1.6
2016,DE4,Brandenburg,Irrigable,: 
2016,DE4,Brandenburg,Irrigated,: 
2016,DE40,Brandenburg,Irrigable,3
2016,DE40,Brandenburg,Irrigated,1.9
2016,DE5,Bremen,Irrigable,: 
2016,DE5,Bremen,Irrigated,: 
2016,DE50,Bremen,Irrigable,0.4
2016,DE50,Bremen,Irrigated,0.1
2016,DE6,Hamburg,Irrigable,: 
2016,DE6,Hamburg,Irrigated,: 
2016,DE60,Hamburg,Irrigable,10.7
2016,DE60,Hamburg,Irrigated,5.5
2016,DE7,Hesse,Irrigable,: 
2016,DE7,Hesse,Irrigated,: 
2016,DE71,Darmstadt,Irrigable,12.6
2016,DE71,Darmstadt,Irrigated,9.3
2016,DE72,Gieben,Irrigable,0.3
2016,DE72,Gieben,Irrigated,0.2
2016,DE73,Kassek,Irrigable,0.2
2016,DE73,Kassek,Irrigated,0
2016,DE8,Mecklenburg-Vorpommern,Irrigable,: 
2016,DE8,Mecklenburg-Vorpommern,Irrigated,: 
2016,DE80,Mecklenburg-Vorpommern,Irrigable,2.5
2016,DE80,Mecklenburg-Vorpommern,Irrigated,1.6
2016,DE9,Lower Saxony,Irrigable,: 
2016,DE9,Lower Saxony,Irrigated,: 
2016,DE91,Braunschweig,Irrigable,16.2
2016,DE91,Braunschweig,Irrigated,13.2
2016,DE92,Hannover,Irrigable,9.6
2016,DE92,Hannover,Irrigated,6.2
2016,DE93,Lüneburg,Irrigable,23.4
2016,DE93,Lüneburg,Irrigated,18.2
2016,DE94,Weser-ems,Irrigable,2.7
2016,DE94,Weser-ems,Irrigated,1.5
2016,DEA,North Rgine-Westphalia,Irrigable,: 
2016,DEA,North Rgine-Westphalia,Irrigated,: 
2016,DEA1,Düsseldorf,Irrigable,16.9
2016,DEA1,Düsseldorf,Irrigated,9.1
2016,DEA2,Köln,Irrigable,3.9
2016,DEA2,Köln,Irrigated,2.4
2016,DEA3,Münster,Irrigable,2.4
2016,DEA3,Münster,Irrigated,1.3
2016,DEA4,Detmold,Irrigable,0.8
2016,DEA4,Detmold,Irrigated,0.5
2016,DEA5,Arnsberg,Irrigable,0.3
2016,DEA5,Arnsberg,Irrigated,0.1
2016,DEB,Rhineland-Palatine,Irrigable,: 
2016,DEB,Rhineland-Palatine,Irrigated,: 
2016,DEB1,Koblenz,Irrigable,0.3
2016,DEB1,Koblenz,Irrigated,0.1
2016,DEB2,Trier,Irrigable,0.1
2016,DEB2,Trier,Irrigated,0.1
2016,DEB3,Rheinhessen-Pflaz,Irrigable,12
2016,DEB3,Rheinhessen-Pflaz,Irrigated,8.4
2016,DEC,Saarland,Irrigated,0.2
2016,DEC,Saarland,Irrigable,: 
2016,DEC,Saarland,Irrigated,: 
2016,DEC000,Saarland,Irrigable,0.3
2016,DED,Saxony,Irrigable,: 
2016,DED,Saxony,Irrigated,: 
2016,DED2,Dresden,Irrigable,1.5
2016,DED2,Dresden,Irrigated,0.6
2016,DED4,Shemnitz,Irrigable,0.1
2016,DED4,Shemnitz,Irrigated,0
2016,DED5,Leipzig,Irrigable,3
2016,DED5,Leipzig,Irrigated,1.3
2016,DEE,Saxony-Anhalt,Irrigable,: 
2016,DEE,Saxony-Anhalt,Irrigated,: 
2016,DEE0,Sachsen-Anhalt,Irrigable,2.7
2016,DEE0,Sachsen-Anhalt,Irrigated,1.7
2016,DEF,Schleswig-Holstein,Irrigable,: 
2016,DEF,Schleswig-Holstein,Irrigated,: 
2016,DEF0,Schleswig-Holstein,Irrigable,2
2016,DEF0,Schleswig-Holstein,Irrigated,0.7
2016,DEG,Thuringia,Irrigable,: 
2016,DEG,Thuringia,Irrigated,: 
2016,DEG0,Thüringen,Irrigable,0.7
2016,DEG0,Thüringen,Irrigated,0.3
2016,DK,Denmark,Irrigable,8.3
2016,DK,Denmark,Irrigated,5.6
2016,DK01,Hovedstaden,Irrigable,1.9
2016,DK01,Hovedstaden,Irrigated,0.8
2016,DK02,Sjaelland,Irrigable,1.5
2016,DK02,Sjaelland,Irrigated,0.7
2016,DK03,Southern Denmark,Irrigable,12.1
2016,DK03,Southern Denmark,Irrigated,8.5
2016,DK04,Midtjylland,Irrigable,13.2
2016,DK04,Midtjylland,Irrigated,8.9
2016,DK05,Nordjylland,Irrigable,2.2
2016,DK05,Nordjylland,Irrigated,1
2016,EE,Estonia,Irrigable,0.3
2016,EE,Estonia,Irrigated,0.2
2016,EE00,Estonia,Irrigable,0.3
2016,EE00,Estonia,Irrigated,0.2
2016,EL,Greece,Irrigable,29.7
2016,EL,Greece,Irrigated,23.6
2016,EL11,"Anatoliki Makedonia, Thraki",Irrigable,: 
2016,EL11,"Anatoliki Makedonia, Thraki",Irrigated,: 
2016,EL12,Kentriki Makedonia,Irrigable,: 
2016,EL12,Kentriki Makedonia,Irrigated,: 
2016,EL13,Dytiki Makedonia,Irrigable,: 
2016,EL13,Dytiki Makedonia,Irrigated,: 
2016,EL14,Thessalia,Irrigable,: 
2016,EL14,Thessalia,Irrigated,: 
2016,EL21,Ipeiros,Irrigable,: 
2016,EL21,Ipeiros,Irrigated,: 
2016,EL22,Ionia Nisia,Irrigable,: 
2016,EL22,Ionia Nisia,Irrigated,: 
2016,EL23,Dyitiki Ellada,Irrigable,: 
2016,EL23,Dyitiki Ellada,Irrigated,: 
2016,EL24,Sterea Ellada,Irrigable,: 
2016,EL24,Sterea Ellada,Irrigated,: 
2016,EL25,Peloponnisos,Irrigable,: 
2016,EL25,Peloponnisos,Irrigated,: 
2016,EL30,Attica,Irrigable,15.6
2016,EL30,Attica,Irrigated,13.6
2016,EL41,North Aegean,Irrigable,4.2
2016,EL41,North Aegean,Irrigated,3.3
2016,EL42,South Aegean,Irrigable,4.1
2016,EL42,South Aegean,Irrigated,2.4
2016,EL43,Crete,Irrigable,16
2016,EL43,Crete,Irrigated,13.3
2016,EL51,Eastern Macedonia and Trace,Irrigable,45.1
2016,EL51,Eastern Macedonia and Trace,Irrigated,35.4
2016,EL52,Central Macedonia,Irrigable,47.5
2016,EL52,Central Macedonia,Irrigated,40
2016,EL53,Western Macedonia,Irrigable,18.8
2016,EL53,Western Macedonia,Irrigated,13.2
2016,EL54,Epirus,Irrigable,19.2
2016,EL54,Epirus,Irrigated,16.6
2016,EL61,Thessaly,Irrigable,45.6
2016,EL61,Thessaly,Irrigated,33.9
2016,EL62,Ionian Island,Irrigable,2.8
2016,EL62,Ionian Island,Irrigated,1.8
2016,EL63,Western Greece,Irrigable,34.4
2016,EL63,Western Greece,Irrigated,24.6
2016,EL64,Central Greece,Irrigable,32.4
2016,EL64,Central Greece,Irrigated,25.6
2016,EL65,Poloponnese,Irrigable,23.4
2016,EL65,Poloponnese,Irrigated,21.4
2016,ES,Spain,Irrigable,15.7
2016,ES,Spain,Irrigated,13.2
2016,ES11,Galicia,Irrigable,4.8
2016,ES11,Galicia,Irrigated,3
2016,ES12,Principato De Asturia,Irrigable,2
2016,ES12,Principato De Asturia,Irrigated,0.8
2016,ES13,Cantabria,Irrigable,1.2
2016,ES13,Cantabria,Irrigated,0.4
2016,ES21,Pais Vasco,Irrigable,6.1
2016,ES21,Pais Vasco,Irrigated,4.6
2016,ES22,Comunidad Foral De Navarra,Irrigable,16.8
2016,ES22,Comunidad Foral De Navarra,Irrigated,15.1
2016,ES23,La Rioja,Irrigable,18.1
2016,ES23,La Rioja,Irrigated,13.3
2016,ES24,Aragón,Irrigable,18.2
2016,ES24,Aragón,Irrigated,16.5
2016,ES30,Comunidad de Madrid,Irrigable,7.9
2016,ES30,Comunidad de Madrid,Irrigated,5.4
2016,ES41,Castilla y Leon,Irrigable,10.8
2016,ES41,Castilla y Leon,Irrigated,8.5
2016,ES42,Castilla -La Mancha,Irrigable,12.3
2016,ES42,Castilla -La Mancha,Irrigated,9.6
2016,ES43,Extremadura,Irrigable,11.5
2016,ES43,Extremadura,Irrigated,9.2
2016,ES51,Cataluna,Irrigable,25.3
2016,ES51,Cataluna,Irrigated,22.1
2016,ES52,Comunidad Valenciana,Irrigable,43.1
2016,ES52,Comunidad Valenciana,Irrigated,40.7
2016,ES53,Iles Balears,Irrigable,9.3
2016,ES53,Iles Balears,Irrigated,6.1
2016,ES61,Andalucia,Irrigable,21.3
2016,ES61,Andalucia,Irrigated,18.6
2016,ES62,Region de Murcia,Irrigable,39.7
2016,ES62,Region de Murcia,Irrigated,36.6
2016,ES63,Ciudad Autonoma da Ceuta,Irrigable,: c
2016,ES63,Ciudad Autonoma da Ceuta,Irrigated,: c
2016,ES64,Ciudad autonoma di Melilla,Irrigable,0
2016,ES64,Ciudad autonoma di Melilla,Irrigated,0
2016,ES70,Canarias,Irrigable,36.6
2016,ES70,Canarias,Irrigated,33.6
2016,FI,Finland,Irrigable,2.4
2016,FI,Finland,Irrigated,0.4
2016,FI13,Eastern Finland,Irrigable,: 
2016,FI13,Eastern Finland,Irrigated,: 
2016,FI18,Southern Finland,Irrigable,: 
2016,FI18,Southern Finland,Irrigated,: 
2016,FI19,Western Finland,Irrigable,2.1
2016,FI19,Western Finland,Irrigated,0.3
2016,FI1A,Northern Finland,Irrigable,: 
2016,FI1A,Northern Finland,Irrigated,: 
2016,FI1B,Helsinki-Uusima,Irrigable,2.7
2016,FI1B,Helsinki-Uusima,Irrigated,0.3
2016,FI1C,South Finland,Irrigable,2.9
2016,FI1C,South Finland,Irrigated,0.6
2016,FI1D,North and East Finland,Irrigable,2.1
2016,FI1D,North and East Finland,Irrigated,0.2
2016,FI20,Äland Islands,Irrigable,7.3
2016,FI20,Äland Islands,Irrigated,3.1
2016,FR,France,Irrigable,9.7
2016,FR,France,Irrigated,4.9
2016,FR10,Íle de France,Irrigable,9.3
2016,FR10,Íle de France,Irrigated,3.1
2016,FR21,Champagne-Ardenne,Irrigable,5.3
2016,FR21,Champagne-Ardenne,Irrigated,1.2
2016,FR22,Picardie,Irrigable,12.3
2016,FR22,Picardie,Irrigated,3.1
2016,FR23,Haute Normandie,Irrigable,2
2016,FR23,Haute Normandie,Irrigated,0.6
2016,FR24,Centre,Irrigable,20.2
2016,FR24,Centre,Irrigated,6.6
2016,FR25,Basse-Normandie,Irrigable,0.9
2016,FR25,Basse-Normandie,Irrigated,0.4
2016,FR26,Bourgogne,Irrigable,2.2
2016,FR26,Bourgogne,Irrigated,0.6
2016,FR30,Nord-Pas-de-Calais,Irrigable,9.5
2016,FR30,Nord-Pas-de-Calais,Irrigated,2.2
2016,FR41,Lorraine,Irrigable,0.1
2016,FR41,Lorraine,Irrigated,0
2016,FR42,Alsace,Irrigable,22.2
2016,FR42,Alsace,Irrigated,16.5
2016,FR43,Franche-Comté,Irrigable,1.3
2016,FR43,Franche-Comté,Irrigated,0.4
2016,FR51,Pays de la Loire,Irrigable,11.7
2016,FR51,Pays de la Loire,Irrigated,6.5
2016,FR52,Bretagne,Irrigable,2.4
2016,FR52,Bretagne,Irrigated,0.9
2016,FR53,Poitou-Charentes,Irrigable,11.2
2016,FR53,Poitou-Charentes,Irrigated,5.7
2016,FR61,Aquitaine,Irrigable,22.6
