TIME,GEO,NUTS Code,SEX,Life Expectancy at Birth
2009,Belgium,BE,Total,80.2
2009,Belgium,BE,Males,77.4
2009,Belgium,BE,Females,82.8
2009,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE1,Total,79.9
2009,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE1,Males,76.9
2009,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE1,Females,82.5
2009,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Total,79.9
2009,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Males,76.9
2009,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BE10,Females,82.5
2009,Vlaams Gewest,BE2,Total,80.9
2009,Vlaams Gewest,BE2,Males,78.3
2009,Vlaams Gewest,BE2,Females,83.5
2009,Prov. Antwerpen,BE21,Total,80.9
2009,Prov. Antwerpen,BE21,Males,78.6
2009,Prov. Antwerpen,BE21,Females,83.1
2009,Prov. Limburg (BE),BE22,Total,81.2
2009,Prov. Limburg (BE),BE22,Males,78.8
2009,Prov. Limburg (BE),BE22,Females,83.5
2009,Prov. Oost-Vlaanderen,BE23,Total,80.4
2009,Prov. Oost-Vlaanderen,BE23,Males,77.5
2009,Prov. Oost-Vlaanderen,BE23,Females,83.3
2009,Prov. Vlaams-Brabant,BE24,Total,81.5
2009,Prov. Vlaams-Brabant,BE24,Males,78.8
2009,Prov. Vlaams-Brabant,BE24,Females,84.1
2009,Prov. West-Vlaanderen,BE25,Total,80.9
2009,Prov. West-Vlaanderen,BE25,Males,78.2
2009,Prov. West-Vlaanderen,BE25,Females,83.6
2009,Région wallonne,BE3,Total,78.6
2009,Région wallonne,BE3,Males,75.6
2009,Région wallonne,BE3,Females,81.5
2009,Prov. Brabant wallon,BE31,Total,80.9
2009,Prov. Brabant wallon,BE31,Males,78.5
2009,Prov. Brabant wallon,BE31,Females,83.1
2009,Prov. Hainaut,BE32,Total,77.8
2009,Prov. Hainaut,BE32,Males,74.5
2009,Prov. Hainaut,BE32,Females,80.9
2009,Prov. Liège,BE33,Total,78.8
2009,Prov. Liège,BE33,Males,76.0
2009,Prov. Liège,BE33,Females,81.6
2009,Prov. Luxembourg (BE),BE34,Total,78.8
2009,Prov. Luxembourg (BE),BE34,Males,75.9
2009,Prov. Luxembourg (BE),BE34,Females,81.7
2009,Prov. Namur,BE35,Total,78.7
2009,Prov. Namur,BE35,Males,75.4
2009,Prov. Namur,BE35,Females,82.0
2009,Bulgaria,BG,Total,73.7
2009,Bulgaria,BG,Males,70.2
2009,Bulgaria,BG,Females,77.4
2009,Severna i yugoiztochna Bulgaria,BG3,Total,73.0
2009,Severna i yugoiztochna Bulgaria,BG3,Males,69.6
2009,Severna i yugoiztochna Bulgaria,BG3,Females,76.7
2009,Severozapaden,BG31,Total,72.9
2009,Severozapaden,BG31,Males,69.7
2009,Severozapaden,BG31,Females,76.3
2009,Severen tsentralen,BG32,Total,73.2
2009,Severen tsentralen,BG32,Males,69.4
2009,Severen tsentralen,BG32,Females,77.2
2009,Severoiztochen,BG22,Total,73.2
2009,Severoiztochen,BG22,Males,69.7
2009,Severoiztochen,BG22,Females,76.9
2009,Yugoiztochen,BG34,Total,72.9
2009,Yugoiztochen,BG34,Males,69.6
2009,Yugoiztochen,BG34,Females,76.5
2009,Yugozapadna i yuzhna tsentralna Bulgaria,BG4,Total,74.4
2009,Yugozapadna i yuzhna tsentralna Bulgaria,BG4,Males,70.8
2009,Yugozapadna i yuzhna tsentralna Bulgaria,BG4,Females,78.1
2009,Yugozapaden,BG41,Total,74.5
2009,Yugozapaden,BG41,Males,70.8
2009,Yugozapaden,BG41,Females,78.3
2009,Yuzhen tsentralen,BG42,Total,74.3
2009,Yuzhen tsentralen,BG42,Males,70.8
2009,Yuzhen tsentralen,BG42,Females,77.9
2009,Czechia,CZ,Total,77.4
2009,Czechia,CZ,Males,74.3
2009,Czechia,CZ,Females,80.5
2009,Cesko,CZ0,Total,77.4
2009,Cesko,CZ0,Males,74.3
2009,Cesko,CZ0,Females,80.5
2009,Praha,CZ01,Total,79.1
2009,Praha,CZ01,Males,76.5
2009,Praha,CZ01,Females,81.4
2009,Strední Cechy,CZ02,Total,77.2
2009,Strední Cechy,CZ02,Males,74.1
2009,Strední Cechy,CZ02,Females,80.2
2009,Jihozápad,CZ03,Total,77.6
2009,Jihozápad,CZ03,Males,74.8
2009,Jihozápad,CZ03,Females,80.4
2009,Severozápad,CZ04,Total,75.6
2009,Severozápad,CZ04,Males,72.2
2009,Severozápad,CZ04,Females,79.0
2009,Severovýchod,CZ05,Total,77.9
2009,Severovýchod,CZ05,Males,74.8
2009,Severovýchod,CZ05,Females,80.9
2009,Jihovýchod,CZ06,Total,78.1
2009,Jihovýchod,CZ06,Males,74.8
2009,Jihovýchod,CZ06,Females,81.3
2009,Strední Morava,CZ07,Total,77.2
2009,Strední Morava,CZ07,Males,73.8
2009,Strední Morava,CZ07,Females,80.6
2009,Moravskoslezsko,CZ08,Total,76.2
2009,Moravskoslezsko,CZ08,Males,72.7
2009,Moravskoslezsko,CZ08,Females,79.7
2009,Denmark,DK,Total,79.0
2009,Denmark,DK,Males,76.9
2009,Denmark,DK,Females,81.1
2009,Danmark,DK0,Total,79.0
2009,Danmark,DK0,Males,76.9
2009,Danmark,DK0,Females,81.1
2009,Hovedstaden,DK01,Total,78.9
2009,Hovedstaden,DK01,Males,76.6
2009,Hovedstaden,DK01,Females,80.9
2009,Sjælland,DK02,Total,78.3
2009,Sjælland,DK02,Males,76.2
2009,Sjælland,DK02,Females,80.5
2009,Syddanmark,DK03,Total,79.0
2009,Syddanmark,DK03,Males,76.8
2009,Syddanmark,DK03,Females,81.1
2009,Midtjylland,DK04,Total,79.7
2009,Midtjylland,DK04,Males,77.5
2009,Midtjylland,DK04,Females,82.0
2009,Nordjylland,DK05,Total,78.9
2009,Nordjylland,DK05,Males,77.2
2009,Nordjylland,DK05,Females,80.6
2009,Germany (until 1990 former territory of the FRG),DE,Total,80.3
2009,Germany (until 1990 former territory of the FRG),DE,Males,77.8
2009,Germany (until 1990 former territory of the FRG),DE,Females,82.8
2009,Baden-Württemberg,DE1,Total,81.6
2009,Baden-Württemberg,DE1,Males,79.3
2009,Baden-Württemberg,DE1,Females,83.9
2009,Stuttgart,DE11,Total,81.8
2009,Stuttgart,DE11,Males,79.5
2009,Stuttgart,DE11,Females,84.1
2009,Karlsruhe,DE12,Total,81.1
2009,Karlsruhe,DE12,Males,78.8
2009,Karlsruhe,DE12,Females,83.4
2009,Freiburg,DE13,Total,81.7
2009,Freiburg,DE13,Males,79.6
2009,Freiburg,DE13,Females,83.8
2009,Tübingen,DE14,Total,81.8
2009,Tübingen,DE14,Males,79.5
2009,Tübingen,DE14,Females,84.0
2009,Bayern,DE2,Total,80.8
2009,Bayern,DE2,Males,78.3
2009,Bayern,DE2,Females,83.2
2009,Oberbayern,DE21,Total,81.5
2009,Oberbayern,DE21,Males,79.2
2009,Oberbayern,DE21,Females,83.7
2009,Niederbayern,DE22,Total,80.1
2009,Niederbayern,DE22,Males,77.3
2009,Niederbayern,DE22,Females,82.9
2009,Oberpfalz,DE23,Total,80.0
2009,Oberpfalz,DE23,Males,77.3
2009,Oberpfalz,DE23,Females,82.8
2009,Oberfranken,DE24,Total,79.7
2009,Oberfranken,DE24,Males,77.0
2009,Oberfranken,DE24,Females,82.4
2009,Mittelfranken,DE25,Total,80.4
2009,Mittelfranken,DE25,Males,77.7
2009,Mittelfranken,DE25,Females,83.0
2009,Unterfranken,DE26,Total,81.0
2009,Unterfranken,DE26,Males,78.7
2009,Unterfranken,DE26,Females,83.3
2009,Schwaben,DE27,Total,80.9
2009,Schwaben,DE27,Males,78.6
2009,Schwaben,DE27,Females,83.1
2009,Berlin,DE3,Total,80.3
2009,Berlin,DE3,Males,77.9
2009,Berlin,DE3,Females,82.7
2009,Berlin,DE30,Total,80.3
2009,Berlin,DE30,Males,77.9
2009,Berlin,DE30,Females,82.7
2009,Brandenburg,DE4,Total,79.7
2009,Brandenburg,DE4,Males,76.8
2009,Brandenburg,DE4,Females,82.5
2009,Brandenburg,DE40,Total,79.7
2009,Brandenburg,DE40,Males,76.8
2009,Brandenburg,DE40,Females,82.5
2009,Bremen,DE5,Total,79.4
2009,Bremen,DE5,Males,76.8
2009,Bremen,DE5,Females,81.9
2009,Bremen,DE50,Total,79.4
2009,Bremen,DE50,Males,76.8
2009,Bremen,DE50,Females,81.9
2009,Hamburg,DE6,Total,80.5
2009,Hamburg,DE6,Males,78.3
2009,Hamburg,DE6,Females,82.6
2009,Hamburg,DE60,Total,80.5
2009,Hamburg,DE60,Males,78.3
2009,Hamburg,DE60,Females,82.6
2009,Hessen,DE7,Total,80.8
2009,Hessen,DE7,Males,78.6
2009,Hessen,DE7,Females,83.1
2009,Darmstadt,DE71,Total,81.2
2009,Darmstadt,DE71,Males,79.0
2009,Darmstadt,DE71,Females,83.3
2009,Gießen,DE72,Total,80.5
2009,Gießen,DE72,Males,78.0
2009,Gießen,DE72,Females,82.9
2009,Kassel,DE73,Total,80.2
2009,Kassel,DE73,Males,77.7
2009,Kassel,DE73,Females,82.8
2009,Mecklenburg-Vorpommern,DE8,Total,79.1
2009,Mecklenburg-Vorpommern,DE8,Males,75.7
2009,Mecklenburg-Vorpommern,DE8,Females,82.5
2009,Mecklenburg-Vorpommern,DE80,Total,79.1
2009,Mecklenburg-Vorpommern,DE80,Males,75.7
2009,Mecklenburg-Vorpommern,DE80,Females,82.5
2009,Niedersachsen,DE9,Total,80.0
2009,Niedersachsen,DE9,Males,77.4
2009,Niedersachsen,DE9,Females,82.6
2009,Braunschweig,DE91,Total,80.1
2009,Braunschweig,DE91,Males,77.4
2009,Braunschweig,DE91,Females,82.7
2009,Hannover,DE92,Total,80.2
2009,Hannover,DE92,Males,77.7
2009,Hannover,DE92,Females,82.7
2009,Lüneburg,DE93,Total,79.9
2009,Lüneburg,DE93,Males,77.3
2009,Lüneburg,DE93,Females,82.4
2009,Weser-Ems,DE94,Total,79.9
2009,Weser-Ems,DE94,Males,77.3
2009,Weser-Ems,DE94,Females,82.5
2009,Nordrhein-Westfalen,DEA,Total,79.9
2009,Nordrhein-Westfalen,DEA,Males,77.5
2009,Nordrhein-Westfalen,DEA,Females,82.3
2009,Düsseldorf,DEA1,Total,79.6
2009,Düsseldorf,DEA1,Males,77.1
2009,Düsseldorf,DEA1,Females,82.1
2009,Köln,DEA2,Total,80.4
2009,Köln,DEA2,Males,78.2
2009,Köln,DEA2,Females,82.6
2009,Münster,DEA3,Total,79.9
2009,Münster,DEA3,Males,77.3
2009,Münster,DEA3,Females,82.3
2009,Detmold,DEA4,Total,80.5
2009,Detmold,DEA4,Males,77.9
2009,Detmold,DEA4,Females,83.0
2009,Arnsberg,DEA5,Total,79.6
2009,Arnsberg,DEA5,Males,77.0
2009,Arnsberg,DEA5,Females,82.2
2009,Rheinland-Pfalz,DEB,Total,80.2
2009,Rheinland-Pfalz,DEB,Males,77.9
2009,Rheinland-Pfalz,DEB,Females,82.5
2009,Koblenz,DEB1,Total,79.9
2009,Koblenz,DEB1,Males,77.6
2009,Koblenz,DEB1,Females,82.3
2009,Trier,DEB2,Total,80.3
2009,Trier,DEB2,Males,77.9
2009,Trier,DEB2,Females,82.6
2009,Rheinhessen-Pfalz,DEB3,Total,80.4
2009,Rheinhessen-Pfalz,DEB3,Males,78.1
2009,Rheinhessen-Pfalz,DEB3,Females,82.6
2009,Saarland,DEC,Total,79.3
2009,Saarland,DEC,Males,76.8
2009,Saarland,DEC,Females,81.8
2009,Saarland,DEC0,Total,79.3
2009,Saarland,DEC0,Males,76.8
2009,Saarland,DEC0,Females,81.8
2009,Sachsen,DED,Total,80.3
2009,Sachsen,DED,Males,77.1
2009,Sachsen,DED,Females,83.4
2009,Dresden,DED2,Total,80.6
2009,Dresden,DED2,Males,77.5
2009,Dresden,DED2,Females,83.8
2009,Chemnitz,DED4,Total,:
2009,Chemnitz,DED4,Males,:
2009,Chemnitz,DED4,Females,:
2009,Leipzig,DED5,Total,:
2009,Leipzig,DED5,Males,:
2009,Leipzig,DED5,Females,:
2009,Sachsen-Anhalt,DEE,Total,78.8
2009,Sachsen-Anhalt,DEE,Males,75.6
2009,Sachsen-Anhalt,DEE,Females,82.0
2009,Sachsen-Anhalt,DEE0,Total,78.8
2009,Sachsen-Anhalt,DEE0,Males,75.6
2009,Sachsen-Anhalt,DEE0,Females,82.0
2009,Schleswig-Holstein,DEF,Total,80.1
2009,Schleswig-Holstein,DEF,Males,77.7
2009,Schleswig-Holstein,DEF,Females,82.4
2009,Schleswig-Holstein,DEF0,Total,80.1
2009,Schleswig-Holstein,DEF0,Males,77.7
2009,Schleswig-Holstein,DEF0,Females,82.4
2009,Thüringen,DEG,Total,79.5
2009,Thüringen,DEG,Males,76.6
2009,Thüringen,DEG,Females,82.4
2009,Thüringen,DEG0,Total,79.5
2009,Thüringen,DEG0,Males,76.6
2009,Thüringen,DEG0,Females,82.4
2009,Estonia,EE,Total,75.3
2009,Estonia,EE,Males,70.0
2009,Estonia,EE,Females,80.3
2009,Eesti,EE0,Total,75.3
2009,Eesti,EE0,Males,70.0
2009,Eesti,EE0,Females,80.3
2009,Eesti,EE00,Total,75.3
2009,Eesti,EE00,Males,70.0
2009,Eesti,EE00,Females,80.3
2009,Ireland,IE,Total,80.2
2009,Ireland,IE,Males,77.8
2009,Ireland,IE,Females,82.7
2009,Éire/Ireland,IE0,Total,80.2
2009,Éire/Ireland,IE0,Males,77.8
2009,Éire/Ireland,IE0,Females,82.7
2009,Northern and Western,IE04,Total,:
2009,Northern and Western,IE04,Males,:
2009,Northern and Western,IE04,Females,:
2009,Southern,IE05,Total,:
2009,Southern,IE05,Males,:
2009,Southern,IE05,Females,:
2009,Eastern and Midland,IE06,Total,:
2009,Eastern and Midland,IE06,Males,:
2009,Eastern and Midland,IE06,Females,:
2009,Greece,EL,Total,80.4
2009,Greece,EL,Males,77.5
2009,Greece,EL,Females,83.3
2009,Attiki,EL30,Total,80.2
2009,Attiki,EL30,Males,77.3
2009,Attiki,EL30,Females,83.1
2009,"Nisia Aigaiou, Kriti",EL4,Total,81.2
2009,"Nisia Aigaiou, Kriti",EL4,Males,78.4
2009,"Nisia Aigaiou, Kriti",EL4,Females,84.2
2009,Voreio Aigaio,EL41,Total,80.8
2009,Voreio Aigaio,EL41,Males,77.6
2009,Voreio Aigaio,EL41,Females,84.2
2009,Notio Aigaio,EL42,Total,81.2
2009,Notio Aigaio,EL42,Males,79.0
2009,Notio Aigaio,EL42,Females,83.6
2009,Kriti,EL43,Total,81.3
2009,Kriti,EL43,Males,78.4
2009,Kriti,EL43,Females,84.4
2009,Voreia Ellada,EL5,Total,80.2
2009,Voreia Ellada,EL5,Males,77.4
2009,Voreia Ellada,EL5,Females,83.0
2009,"Anatoliki Makedonia, Thraki",EL51,Total,79.1
2009,"Anatoliki Makedonia, Thraki",EL51,Males,76.3
2009,"Anatoliki Makedonia, Thraki",EL51,Females,81.9
2009,Kentriki Makedonia,EL52,Total,80.1
2009,Kentriki Makedonia,EL52,Males,77.3
2009,Kentriki Makedonia,EL52,Females,82.8
2009,Dytiki Makedonia,EL53,Total,80.4
2009,Dytiki Makedonia,EL53,Males,78.0
2009,Dytiki Makedonia,EL53,Females,83.0
2009,Ipeiros,EL54,Total,82.2
2009,Ipeiros,EL54,Males,79.0
2009,Ipeiros,EL54,Females,85.6
2009,Kentriki Ellada,EL6,Total,80.6
2009,Kentriki Ellada,EL6,Males,77.7
2009,Kentriki Ellada,EL6,Females,83.6
2009,Thessalia,EL61,Total,80.3
2009,Thessalia,EL61,Males,77.6
2009,Thessalia,EL61,Females,83.2
2009,Ionia Nisia,EL62,Total,80.6
2009,Ionia Nisia,EL62,Males,78.1
2009,Ionia Nisia,EL62,Females,83.2
2009,Dytiki Ellada,EL63,Total,80.2
2009,Dytiki Ellada,EL63,Males,77.1
2009,Dytiki Ellada,EL63,Females,83.6
2009,Sterea Ellada,EL64,Total,81.2
2009,Sterea Ellada,EL64,Males,78.3
2009,Sterea Ellada,EL64,Females,84.3
2009,Peloponnisos,EL65,Total,80.6
2009,Peloponnisos,EL65,Males,77.8
2009,Peloponnisos,EL65,Females,83.6
2009,Spain,ES,Total,81.9
2009,Spain,ES,Males,78.8
2009,Spain,ES,Females,85.0
2009,Noroeste (ES),ES1,Total,81.7
2009,Noroeste (ES),ES1,Males,78.2
2009,Noroeste (ES),ES1,Females,85.1
2009,Galicia,ES11,Total,81.7
2009,Galicia,ES11,Males,78.3
2009,Galicia,ES11,Females,85.1
2009,Principado de Asturias,ES12,Total,81.3
2009,Principado de Asturias,ES12,Males,77.9
2009,Principado de Asturias,ES12,Females,84.6
2009,Cantabria,ES13,Total,82.3
2009,Cantabria,ES13,Males,78.7
2009,Cantabria,ES13,Females,85.9
2009,Noreste (ES),ES2,Total,82.5
2009,Noreste (ES),ES2,Males,79.1
2009,Noreste (ES),ES2,Females,85.8
2009,País Vasco,ES21,Total,82.3
2009,País Vasco,ES21,Males,78.7
2009,País Vasco,ES21,Females,85.8
2009,Comunidad Foral de Navarra,ES22,Total,83.3
2009,Comunidad Foral de Navarra,ES22,Males,80.0
2009,Comunidad Foral de Navarra,ES22,Females,86.6
2009,La Rioja,ES23,Total,83.0
2009,La Rioja,ES23,Males,79.8
2009,La Rioja,ES23,Females,86.3
2009,Aragón,ES24,Total,82.3
2009,Aragón,ES24,Males,79.2
2009,Aragón,ES24,Females,85.5
2009,Comunidad de Madrid,ES3,Total,83.3
2009,Comunidad de Madrid,ES3,Males,80.0
2009,Comunidad de Madrid,ES3,Females,86.3
2009,Comunidad de Madrid,ES30,Total,83.3
2009,Comunidad de Madrid,ES30,Males,80.0
2009,Comunidad de Madrid,ES30,Females,86.3
2009,Centro (ES),ES4,Total,82.6
2009,Centro (ES),ES4,Males,79.6
2009,Centro (ES),ES4,Females,85.7
2009,Castilla y León,ES41,Total,83.1
2009,Castilla y León,ES41,Males,80.0
2009,Castilla y León,ES41,Females,86.3
2009,Castilla-la Mancha,ES42,Total,82.6
2009,Castilla-la Mancha,ES42,Males,79.9
2009,Castilla-la Mancha,ES42,Females,85.4
2009,Extremadura,ES43,Total,81.3
2009,Extremadura,ES43,Males,78.1
2009,Extremadura,ES43,Females,84.7
2009,Este (ES),ES5,Total,81.9
2009,Este (ES),ES5,Males,78.8
2009,Este (ES),ES5,Females,84.9
2009,Cataluña,ES51,Total,82.2
2009,Cataluña,ES51,Males,79.1
2009,Cataluña,ES51,Females,85.2
2009,Comunitat Valenciana,ES52,Total,81.6
2009,Comunitat Valenciana,ES52,Males,78.6
2009,Comunitat Valenciana,ES52,Females,84.6
2009,Illes Balears,ES53,Total,81.3
2009,Illes Balears,ES53,Males,78.5
2009,Illes Balears,ES53,Females,84.2
2009,Sur (ES),ES6,Total,80.6
2009,Sur (ES),ES6,Males,77.6
2009,Sur (ES),ES6,Females,83.6
2009,Andalucía,ES61,Total,80.5
2009,Andalucía,ES61,Males,77.5
2009,Andalucía,ES61,Females,83.6
2009,Región de Murcia,ES62,Total,81.1
2009,Región de Murcia,ES62,Males,78.3
2009,Región de Murcia,ES62,Females,83.9
2009,Ciudad de Ceuta,ES63,Total,78.2
2009,Ciudad de Ceuta,ES63,Males,75.6
2009,Ciudad de Ceuta,ES63,Females,80.9
2009,Ciudad de Melilla,ES64,Total,81.1
2009,Ciudad de Melilla,ES64,Males,78.1
2009,Ciudad de Melilla,ES64,Females,84.0
2009,Canarias,ES7,Total,81.2
2009,Canarias,ES7,Males,78.5
2009,Canarias,ES7,Females,84.0
2009,Canarias,ES70,Total,81.2
2009,Canarias,ES70,Males,78.5
2009,Canarias,ES70,Females,84.0
2009,France,FR,Total,81.5
2009,France,FR,Males,78.0
2009,France,FR,Females,85.0
2009,Île de France,FR1,Total,83.1
2009,Île de France,FR1,Males,80.0
2009,Île de France,FR1,Females,86.0
2009,Île de France,FR10,Total,83.1
2009,Île de France,FR10,Males,80.0
2009,Île de France,FR10,Females,86.0
2009,Centre - Val de Loire,FRB,Total,81.4
2009,Centre - Val de Loire,FRB,Males,78.0
2009,Centre - Val de Loire,FRB,Females,84.7
2009,Centre - Val de Loire,FRB0,Total,81.4
2009,Centre - Val de Loire,FRB0,Males,78.0
2009,Centre - Val de Loire,FRB0,Females,84.7
2009,Bourgogne - Franche-Comté,FRC,Total,81.3
2009,Bourgogne - Franche-Comté,FRC,Males,77.7
2009,Bourgogne - Franche-Comté,FRC,Females,84.8
2009,Bourgogne,FRC1,Total,81.2
2009,Bourgogne,FRC1,Males,77.5
2009,Bourgogne,FRC1,Females,84.7
2009,Franche-Comté,FRC2,Total,81.4
2009,Franche-Comté,FRC2,Males,78.0
2009,Franche-Comté,FRC2,Females,84.8
2009,Normandie,FRD,Total,80.7
2009,Normandie,FRD,Males,76.7
2009,Normandie,FRD,Females,84.6
2009,Basse-Normandie,FRD1,Total,81.2
2009,Basse-Normandie,FRD1,Males,77.2
2009,Basse-Normandie,FRD1,Females,85.1
2009,Haute-Normandie,FRD2,Total,80.3
2009,Haute-Normandie,FRD2,Males,76.2
2009,Haute-Normandie,FRD2,Females,84.2
2009,Hauts-de-France,FRE,Total,79.1
2009,Hauts-de-France,FRE,Males,75.1
2009,Hauts-de-France,FRE,Females,83.0
2009,Nord-Pas-de-Calais,FRE1,Total,78.9
2009,Nord-Pas-de-Calais,FRE1,Males,74.7
2009,Nord-Pas-de-Calais,FRE1,Females,82.9
2009,Picardie,FRE2,Total,79.6
2009,Picardie,FRE2,Males,76.0
2009,Picardie,FRE2,Females,83.2
2009,Grand Est,FRF,Total,80.8
2009,Grand Est,FRF,Males,77.3
2009,Grand Est,FRF,Females,84.1
2009,Alsace,FRF1,Total,81.3
2009,Alsace,FRF1,Males,78.1
2009,Alsace,FRF1,Females,84.4
2009,Champagne-Ardenne,FRF2,Total,80.2
2009,Champagne-Ardenne,FRF2,Males,76.6
2009,Champagne-Ardenne,FRF2,Females,83.8
2009,Lorraine,FRF3,Total,80.6
2009,Lorraine,FRF3,Males,77.0
2009,Lorraine,FRF3,Females,84.1
2009,Pays-de-la-Loire,FRG,Total,82.1
2009,Pays-de-la-Loire,FRG,Males,78.3
2009,Pays-de-la-Loire,FRG,Females,85.9
2009,Pays-de-la-Loire,FRG0,Total,82.1
2009,Pays-de-la-Loire,FRG0,Males,78.3
2009,Pays-de-la-Loire,FRG0,Females,85.9
2009,Bretagne,FRH,Total,80.9
2009,Bretagne,FRH,Males,76.9
2009,Bretagne,FRH,Females,84.7
2009,Bretagne,FRH0,Total,80.9
2009,Bretagne,FRH0,Males,76.9
2009,Bretagne,FRH0,Females,84.7
2009,Nouvelle-Aquitaine,FRI,Total,81.8
2009,Nouvelle-Aquitaine,FRI,Males,78.2
2009,Nouvelle-Aquitaine,FRI,Females,85.5
2009,Aquitaine,FRI1,Total,82.1
2009,Aquitaine,FRI1,Males,78.4
2009,Aquitaine,FRI1,Females,85.6
2009,Limousin,FRI2,Total,81.4
2009,Limousin,FRI2,Males,77.9
2009,Limousin,FRI2,Females,84.9
2009,Poitou-Charentes,FRI3,Total,81.7
2009,Poitou-Charentes,FRI3,Males,77.9
2009,Poitou-Charentes,FRI3,Females,85.5
2009,Occitanie,FRJ,Total,82.1
2009,Occitanie,FRJ,Males,78.7
2009,Occitanie,FRJ,Females,85.3
2009,Languedoc-Roussillon,FRJ1,Total,81.5
2009,Languedoc-Roussillon,FRJ1,Males,78.0
2009,Languedoc-Roussillon,FRJ1,Females,84.9
2009,Midi-Pyrénées,FRJ2,Total,82.6
2009,Midi-Pyrénées,FRJ2,Males,79.4
2009,Midi-Pyrénées,FRJ2,Females,85.7
2009,Auvergne - Rhône-Alpes,FRK,Total,82.2
2009,Auvergne - Rhône-Alpes,FRK,Males,78.9
2009,Auvergne - Rhône-Alpes,FRK,Females,85.4
2009,Auvergne,FRK1,Total,80.8
2009,Auvergne,FRK1,Males,77.0
2009,Auvergne,FRK1,Females,84.5
2009,Rhône-Alpes,FRK2,Total,82.6
2009,Rhône-Alpes,FRK2,Males,79.4
2009,Rhône-Alpes,FRK2,Females,85.6
2009,Provence-Alpes-Côte d'Azur,FRL,Total,82.2
2009,Provence-Alpes-Côte d'Azur,FRL,Males,78.8
2009,Provence-Alpes-Côte d'Azur,FRL,Females,85.4
2009,Provence-Alpes-Côte d'Azur,FRL0,Total,82.2
2009,Provence-Alpes-Côte d'Azur,FRL0,Males,78.8
2009,Provence-Alpes-Côte d'Azur,FRL0,Females,85.4
2009,Corse,FRM,Total,81.8
2009,Corse,FRM,Males,78.1
2009,Corse,FRM,Females,85.6
2009,Corse,FRM0,Total,81.8
2009,Corse,FRM0,Males,78.1
2009,Corse,FRM0,Females,85.6
2009,RUP FR - Régions ultrapériphériques françaises,FRY,Total,:
2009,RUP FR - Régions ultrapériphériques françaises,FRY,Males,:
2009,RUP FR - Régions ultrapériphériques françaises,FRY,Females,:
2009,Guadeloupe,FRY1,Total,:
2009,Guadeloupe,FRY1,Males,:
2009,Guadeloupe,FRY1,Females,:
2009,Martinique,FRY2,Total,81.9
2009,Martinique,FRY2,Males,78.2
2009,Martinique,FRY2,Females,85.3
2009,Guyane,FRY3,Total,:
2009,Guyane,FRY3,Males,:
2009,Guyane,FRY3,Females,:
2009,La Réunion,FRY4,Total,79.2
2009,La Réunion,FRY4,Males,75.0
2009,La Réunion,FRY4,Females,83.2
2009,Mayotte,FRY5,Total,:
2009,Mayotte,FRY5,Males,:
2009,Mayotte,FRY5,Females,:
2009,Croatia,HR,Total,76.3
2009,Croatia,HR,Males,72.8
2009,Croatia,HR,Females,79.7
2009,Hrvatska,HR0,Total,76.3
2009,Hrvatska,HR0,Males,72.8
2009,Hrvatska,HR0,Females,79.7
2009,Jadranska Hrvatska,HR03,Total,77.9
2009,Jadranska Hrvatska,HR03,Males,74.6
2009,Jadranska Hrvatska,HR03,Females,81.2
2009,Kontinentalna Hrvatska (NUTS 2016),HR04,Total,75.5
2009,Kontinentalna Hrvatska (NUTS 2016),HR04,Males,72.0
2009,Kontinentalna Hrvatska (NUTS 2016),HR04,Females,79.0
2009,Italy,IT,Total,81.8
2009,Italy,IT,Males,79.1
2009,Italy,IT,Females,84.3
2009,Nord-Ovest,ITC,Total,82.0
2009,Nord-Ovest,ITC,Males,79.2
2009,Nord-Ovest,ITC,Females,84.6
2009,Piemonte,ITC1,Total,81.7
2009,Piemonte,ITC1,Males,79.0
2009,Piemonte,ITC1,Females,84.2
2009,Valle d'Aosta/Vallée d'Aoste,ITC2,Total,81.9
2009,Valle d'Aosta/Vallée d'Aoste,ITC2,Males,78.5
2009,Valle d'Aosta/Vallée d'Aoste,ITC2,Females,85.1
2009,Liguria,ITC3,Total,81.7
2009,Liguria,ITC3,Males,78.9
2009,Liguria,ITC3,Females,84.2
2009,Lombardia,ITC4,Total,82.2
2009,Lombardia,ITC4,Males,79.3
2009,Lombardia,ITC4,Females,84.8
2009,Nord-Est,ITH,Total,82.6
2009,Nord-Est,ITH,Males,79.8
2009,Nord-Est,ITH,Females,85.1
2009,Provincia Autonoma di Bolzano/Bozen,ITH1,Total,83.2
2009,Provincia Autonoma di Bolzano/Bozen,ITH1,Males,80.3
2009,Provincia Autonoma di Bolzano/Bozen,ITH1,Females,85.9
2009,Provincia Autonoma di Trento,ITH2,Total,83.1
2009,Provincia Autonoma di Trento,ITH2,Males,80.0
2009,Provincia Autonoma di Trento,ITH2,Females,86.0
2009,Veneto,ITH3,Total,82.7
2009,Veneto,ITH3,Males,79.8
2009,Veneto,ITH3,Females,85.4
