Area;NUTS;Item Code (FAO);Item;Year;Unit;Value;Flag;Flag Description
Denmark;DK;882;Milk, whole fresh cow;2010;tonnes;4909400;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2011;tonnes;4880500;null;Official data
Denmark;DK;882;Milk, whole fresh cow;2009;tonnes;4814000;null;Official data
Romania;RO;882;Milk, whole fresh cow;2009;tonnes;4682071;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2019;tonnes;4293000;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2018;tonnes;4195000;null;Official data
Romania;RO;882;Milk, whole fresh cow;2014;tonnes;4129838;null;Official data
Romania;RO;882;Milk, whole fresh cow;2011;tonnes;4093735;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2017;tonnes;4025417;null;Official data
Romania;RO;882;Milk, whole fresh cow;2015;tonnes;4005994;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2015;tonnes;3988147;null;Official data
Romania;RO;882;Milk, whole fresh cow;2013;tonnes;3981053;null;Official data
Romania;RO;882;Milk, whole fresh cow;2010;tonnes;3964882;null;Official data
Romania;RO;882;Milk, whole fresh cow;2016;tonnes;3954331;null;Official data
Romania;RO;882;Milk, whole fresh cow;2012;tonnes;3900610;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2016;tonnes;3881626;null;Official data
Austria;AT;882;Milk, whole fresh cow;2018;tonnes;3821190;null;Official data
Romania;RO;882;Milk, whole fresh cow;2017;tonnes;3814132;null;Official data
Romania;RO;882;Milk, whole fresh cow;2018;tonnes;3797600;null;Official data
Austria;AT;882;Milk, whole fresh cow;2019;tonnes;3781340;null;Official data
Austria;AT;882;Milk, whole fresh cow;2017;tonnes;3712727;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2014;tonnes;3689440;null;Official data
Romania;RO;882;Milk, whole fresh cow;2019;tonnes;3663200;null;Official data
Austria;AT;882;Milk, whole fresh cow;2016;tonnes;3627606;null;Official data
Austria;AT;882;Milk, whole fresh cow;2015;tonnes;3537757;null;Official data
Austria;AT;882;Milk, whole fresh cow;2014;tonnes;3493861;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2013;tonnes;3474000;null;Official data
Austria;AT;882;Milk, whole fresh cow;2013;tonnes;3393057;null;Official data
Austria;AT;882;Milk, whole fresh cow;2012;tonnes;3382076;null;Official data
Austria;AT;882;Milk, whole fresh cow;2011;tonnes;3307130;null;Official data
Austria;AT;882;Milk, whole fresh cow;2010;tonnes;3257738;null;Official data
Austria;AT;882;Milk, whole fresh cow;2009;tonnes;3229809;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2018;tonnes;3161510;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2019;tonnes;3155790;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2011;tonnes;3101050;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2012;tonnes;3071716;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2010;tonnes;3066630;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2016;tonnes;3064725;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2015;tonnes;3025882;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2009;tonnes;2974000;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2014;tonnes;2973000;null;Official data
Belgium;BE;882;Milk, whole fresh cow;2009;tonnes;2954385;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2014;tonnes;2933455;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2015;tonnes;2933000;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2013;tonnes;2910000;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2010;tonnes;2902100;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2012;tonnes;2901000;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2011;tonnes;2890000;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2016;tonnes;2862000;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2013;tonnes;2849432;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2017;tonnes;2816660;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2012;tonnes;2814680;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2009;tonnes;2780661;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2018;tonnes;2760230;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2011;tonnes;2735601;null;Official data
Sweden;SE;882;Milk, whole fresh cow;2019;tonnes;2704390;null;Official data
Czechia;CZ;882;Milk, whole fresh cow;2010;tonnes;2683034;null;Official data
Finland;FI;882;Milk, whole fresh cow;2015;tonnes;2435847;null;Official data
Finland;FI;882;Milk, whole fresh cow;2016;tonnes;2429595;null;Official data
Finland;FI;882;Milk, whole fresh cow;2017;tonnes;2405761;null;Official data
Finland;FI;882;Milk, whole fresh cow;2014;tonnes;2400003;null;Official data
Finland;FI;882;Milk, whole fresh cow;2018;tonnes;2397880;null;Official data
Finland;FI;882;Milk, whole fresh cow;2019;tonnes;2374360;null;Official data
Finland;FI;882;Milk, whole fresh cow;2010;tonnes;2336253;null;Official data
Finland;FI;882;Milk, whole fresh cow;2009;tonnes;2332023;null;Official data
Finland;FI;882;Milk, whole fresh cow;2013;tonnes;2327800;null;Official data
Finland;FI;882;Milk, whole fresh cow;2011;tonnes;2300711;null;Official data
Finland;FI;882;Milk, whole fresh cow;2012;tonnes;2296694;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2015;tonnes;2049809;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2009;tonnes;1998738;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2019;tonnes;1975490;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2017;tonnes;1967496;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2016;tonnes;1963084;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2019;tonnes;1962780;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2017;tonnes;1959423;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2018;tonnes;1948830;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2014;tonnes;1942777;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2015;tonnes;1941326;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2018;tonnes;1939670;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2012;tonnes;1938126;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2011;tonnes;1918517;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2010;tonnes;1918251;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2016;tonnes;1918232;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2014;tonnes;1871885;null;Official data
Portugal;PT;882;Milk, whole fresh cow;2013;tonnes;1850604;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2012;tonnes;1812849;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2014;tonnes;1791134;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2009;tonnes;1786949;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2011;tonnes;1782326;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2012;tonnes;1774529;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2013;tonnes;1772762;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2009;tonnes;1758219;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2015;tonnes;1734726;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2010;tonnes;1732512;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2013;tonnes;1719515;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2011;tonnes;1712478;null;Official data
Hungary;HU;882;Milk, whole fresh cow;2010;tonnes;1684896;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2016;tonnes;1623869;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2018;tonnes;1568010;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2017;tonnes;1566653;null;Official data
Lithuania;LT;882;Milk, whole fresh cow;2019;tonnes;1547430;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2013;tonnes;1148534;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2011;tonnes;1125824;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2010;tonnes;1124360;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2014;tonnes;1102732;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2012;tonnes;1093034;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2009;tonnes;1073401;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2015;tonnes;1028036;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2016;tonnes;1018567;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2017;tonnes;997992;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2016;tonnes;983515;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2018;tonnes;980200;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2019;tonnes;978900;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2015;tonnes;975357;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2014;tonnes;968899;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2017;tonnes;968177;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2013;tonnes;959418;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2016;tonnes;957422;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2009;tonnes;957327;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2015;tonnes;948711;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2014;tonnes;933887;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2017;tonnes;933298;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2011;tonnes;928315;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2012;tonnes;928315;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2010;tonnes;917977;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2013;tonnes;911990;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2018;tonnes;904620;null;Official data
Slovakia;SK;882;Milk, whole fresh cow;2019;tonnes;904260;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2018;tonnes;898770;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2012;tonnes;870633;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2011;tonnes;841702;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2010;tonnes;830918;null;Official data
Latvia;LV;882;Milk, whole fresh cow;2009;tonnes;828060;null;Official data
Bulgaria;BG;882;Milk, whole fresh cow;2019;tonnes;822300;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2019;tonnes;820800;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2012;tonnes;809526;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2014;tonnes;804796;null;Official data
Greece;EL;882;Milk, whole fresh cow;2009;tonnes;802814;null;Official data
Greece;EL;882;Milk, whole fresh cow;2010;tonnes;799682;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2009;tonnes;799000;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2018;tonnes;796900;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2017;tonnes;790028;null;Official data
Greece;EL;882;Milk, whole fresh cow;2013;tonnes;783271;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2015;tonnes;782700;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2016;tonnes;782700;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2011;tonnes;780000;null;Official data
Greece;EL;882;Milk, whole fresh cow;2012;tonnes;778897;null;Official data
Greece;EL;882;Milk, whole fresh cow;2011;tonnes;778268;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2013;tonnes;771632;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2010;tonnes;769000;null;Official data
Greece;EL;882;Milk, whole fresh cow;2014;tonnes;725631;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2012;tonnes;720718;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2013;tonnes;717000;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2014;tonnes;711400;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2015;tonnes;694400;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2011;tonnes;692387;null;Official data
Greece;EL;882;Milk, whole fresh cow;2015;tonnes;691648;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2010;tonnes;675344;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2016;tonnes;670600;null;Official data
Estonia;EE;882;Milk, whole fresh cow;2009;tonnes;670554;null;Official data
Greece;EL;882;Milk, whole fresh cow;2017;tonnes;662436;null;Official data
Greece;EL;882;Milk, whole fresh cow;2019;tonnes;659380;null;Official data
Greece;EL;882;Milk, whole fresh cow;2016;tonnes;656494;null;Official data
Greece;EL;882;Milk, whole fresh cow;2018;tonnes;654800;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2009;tonnes;653682;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2016;tonnes;649675;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2017;tonnes;648400;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2017;tonnes;647986;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2015;tonnes;630583;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2018;tonnes;628930;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2010;tonnes;625521;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2019;tonnes;623020;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2012;tonnes;620943;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2018;tonnes;618000;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2014;tonnes;616581;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2011;tonnes;601591;null;Official data
Croatia;HR;882;Milk, whole fresh cow;2019;tonnes;599000;null;Official data
Slovenia;SL;882;Milk, whole fresh cow;2013;tonnes;595496;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2019;tonnes;421260;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2018;tonnes;407620;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2017;tonnes;387176;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2016;tonnes;376217;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2015;tonnes;346253;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2014;tonnes;317045;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2013;tonnes;295855;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2010;tonnes;295302;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2011;tonnes;292247;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2012;tonnes;289395;null;Official data
Luxembourg;LU;882;Milk, whole fresh cow;2009;tonnes;283876;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2019;tonnes;238760;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2018;tonnes;228080;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2017;tonnes;216368;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2016;tonnes;200400;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2014;tonnes;164552;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2015;tonnes;163300;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2013;tonnes;162373;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2011;tonnes;156017;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2012;tonnes;153740;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2009;tonnes;152100;null;Official data
Cyprus;CY;882;Milk, whole fresh cow;2010;tonnes;151015;null;Official data
Malta;MT;882;Milk, whole fresh cow;2012;tonnes;43360;null;Official data
Malta;MT;882;Milk, whole fresh cow;2016;tonnes;43213;null;Official data
Malta;MT;882;Milk, whole fresh cow;2014;tonnes;42833;null;Official data
Malta;MT;882;Milk, whole fresh cow;2010;tonnes;42127;null;Official data
Malta;MT;882;Milk, whole fresh cow;2011;tonnes;41693;null;Official data
Malta;MT;882;Milk, whole fresh cow;2015;tonnes;41638;null;Official data
Malta;MT;882;Milk, whole fresh cow;2019;tonnes;41270;null;Official data
Malta;MT;882;Milk, whole fresh cow;2017;tonnes;41091;null;Official data
Malta;MT;882;Milk, whole fresh cow;2013;tonnes;40986;null;Official data
Malta;MT;882;Milk, whole fresh cow;2018;tonnes;40410;null;Official data
Malta;MT;882;Milk, whole fresh cow;2009;tonnes;39455;null;Official data
Germany;DE;116;Potatoes;2011;tonnes;11837200;null;Official data
Germany;DE;116;Potatoes;2017;tonnes;11720000;null;Official data
Germany;DE;116;Potatoes;2009;tonnes;11683100;null;Official data
Germany;DE;116;Potatoes;2014;tonnes;11607300;null;Official data
Germany;DE;116;Potatoes;2016;tonnes;10772100;null;Official data
Germany;DE;116;Potatoes;2012;tonnes;10665600;null;Official data
Germany;DE;116;Potatoes;2019;tonnes;10602200;null;Official data
Germany;DE;116;Potatoes;2015;tonnes;10370200;null;Official data
Germany;DE;116;Potatoes;2010;tonnes;10143090;null;Official data
Poland;PL;116;Potatoes;2009;tonnes;9702800;null;Official data
Germany;DE;116;Potatoes;2013;tonnes;9669700;null;Official data
Poland;PL;116;Potatoes;2011;tonnes;9361848;null;Official data
Poland;PL;116;Potatoes;2017;tonnes;9171733;null;Official data
Poland;PL;116;Potatoes;2012;tonnes;9091900;null;Official data
Germany;DE;116;Potatoes;2018;tonnes;8920800;null;Official data
Poland;PL;116;Potatoes;2016;tonnes;8872445;null;Official data
France;FR;116;Potatoes;2019;tonnes;8560410;null;Official data
France;FR;116;Potatoes;2017;tonnes;8547354;null;Official data
Poland;PL;116;Potatoes;2010;tonnes;8448180;null;Official data
France;FR;116;Potatoes;2014;tonnes;8085184;null;Official data
France;FR;116;Potatoes;2018;tonnes;7860380;null;Official data
Poland;PL;116;Potatoes;2014;tonnes;7689180;null;Official data
France;FR;116;Potatoes;2011;tonnes;7440219;null;Official data
Netherlands;NL;116;Potatoes;2017;tonnes;7391881;null;Official data
Netherlands;NL;116;Potatoes;2011;tonnes;7333472;null;Official data
Poland;PL;116;Potatoes;2018;tonnes;7311960;null;Official data
Poland;PL;116;Potatoes;2013;tonnes;7290427;null;Official data
Netherlands;NL;116;Potatoes;2009;tonnes;7180981;null;Official data
France;FR;116;Potatoes;2015;tonnes;7119837;null;Official data
France;FR;116;Potatoes;2009;tonnes;7119239;null;Official data
Netherlands;NL;116;Potatoes;2014;tonnes;7100258;null;Official data
Netherlands;NL;116;Potatoes;2019;tonnes;6961230;null;Official data
France;FR;116;Potatoes;2013;tonnes;6957008;null;Official data
France;FR;116;Potatoes;2016;tonnes;6954983;null;Official data
Netherlands;NL;116;Potatoes;2010;tonnes;6843529;null;Official data
Netherlands;NL;116;Potatoes;2012;tonnes;6765618;null;Official data
Netherlands;NL;116;Potatoes;2015;tonnes;6651692;null;Official data
France;FR;116;Potatoes;2010;tonnes;6622043;null;Official data
Netherlands;NL;116;Potatoes;2013;tonnes;6576860;null;Official data
Netherlands;NL;116;Potatoes;2016;tonnes;6534338;null;Official data
Poland;PL;116;Potatoes;2019;tonnes;6481620;null;Official data
France;FR;116;Potatoes;2012;tonnes;6376058;null;Official data
Poland;PL;116;Potatoes;2015;tonnes;6313669;null;Official data
Netherlands;NL;116;Potatoes;2018;tonnes;6025370;null;Official data
Belgium;BE;116;Potatoes;2017;tonnes;4416665;null;Official data
Belgium;BE;116;Potatoes;2014;tonnes;4380556;null;Official data
Belgium;BE;116;Potatoes;2011;tonnes;4128669;null;Official data
Romania;RO;116;Potatoes;2011;tonnes;4076570;null;Official data
Belgium;BE;116;Potatoes;2019;tonnes;4027620;null;Official data
Romania;RO;116;Potatoes;2009;tonnes;4003980;null;Official data
Belgium;BE;116;Potatoes;2015;tonnes;3689994;null;Official data
Romania;RO;116;Potatoes;2014;tonnes;3519329;null;Official data
Belgium;BE;116;Potatoes;2010;tonnes;3455800;null;Official data
Belgium;BE;116;Potatoes;2013;tonnes;3428000;null;Official data
Belgium;BE;116;Potatoes;2016;tonnes;3402787;null;Official data
Belgium;BE;116;Potatoes;2009;tonnes;3296077;null;Official data
Romania;RO;116;Potatoes;2013;tonnes;3289722;null;Official data
Romania;RO;116;Potatoes;2010;tonnes;3283866;null;Official data
Romania;RO;116;Potatoes;2017;tonnes;3116912;null;Official data
Belgium;BE;116;Potatoes;2018;tonnes;3045440;null;Official data
Romania;RO;116;Potatoes;2018;tonnes;3022760;null;Official data
Belgium;BE;116;Potatoes;2012;tonnes;2929800;null;Official data
Spain;ES;116;Potatoes;2009;tonnes;2719291;null;Official data
Romania;RO;116;Potatoes;2015;tonnes;2699684;null;Official data
Romania;RO;116;Potatoes;2016;tonnes;2689733;null;Official data
Romania;RO;116;Potatoes;2019;tonnes;2626790;null;Official data
Spain;ES;116;Potatoes;2014;tonnes;2543930;null;Official data
Romania;RO;116;Potatoes;2012;tonnes;2465150;null;Official data
Spain;ES;116;Potatoes;2011;tonnes;2455101;null;Official data
Denmark;DK;116;Potatoes;2019;tonnes;2408700;null;Official data
Spain;ES;116;Potatoes;2010;tonnes;2326654;null;Official data
Spain;ES;116;Potatoes;2015;tonnes;2284073;null;Official data
Spain;ES;116;Potatoes;2019;tonnes;2259320;null;Official data
Spain;ES;116;Potatoes;2016;tonnes;2246204;null;Official data
Spain;ES;116;Potatoes;2017;tonnes;2239470;null;Official data
Spain;ES;116;Potatoes;2013;tonnes;2199600;null;Official data
Spain;ES;116;Potatoes;2012;tonnes;2192284;null;Official data
Denmark;DK;116;Potatoes;2017;tonnes;2171000;null;Official data
Spain;ES;116;Potatoes;2018;tonnes;2010930;null;Official data
Denmark;DK;116;Potatoes;2016;tonnes;1954016;null;Official data
Denmark;DK;116;Potatoes;2018;tonnes;1806800;null;Official data
Denmark;DK;116;Potatoes;2015;tonnes;1772466;null;Official data
Italy;IT;116;Potatoes;2009;tonnes;1753217;null;Official data
Denmark;DK;116;Potatoes;2014;tonnes;1733400;null;Official data
Denmark;DK;116;Potatoes;2012;tonnes;1664200;null;Official data
Denmark;DK;116;Potatoes;2013;tonnes;1646300;null;Official data
Denmark;DK;116;Potatoes;2011;tonnes;1620000;null;Official data
Denmark;DK;116;Potatoes;2009;tonnes;1617700;null;Official data
Italy;IT;116;Potatoes;2010;tonnes;1558030;null;Official data
Italy;IT;116;Potatoes;2011;tonnes;1547047;null;Official data
Italy;IT;116;Potatoes;2012;tonnes;1486292;null;Official data
Italy;IT;116;Potatoes;2015;tonnes;1369101;null;Official data
Italy;IT;116;Potatoes;2016;tonnes;1368920;null;Official data
Italy;IT;116;Potatoes;2014;tonnes;1365440;null;Official data
Denmark;DK;116;Potatoes;2010;tonnes;1357800;null;Official data
Italy;IT;116;Potatoes;2017;tonnes;1346936;null;Official data
Italy;IT;116;Potatoes;2019;tonnes;1338430;null;Official data
Italy;IT;116;Potatoes;2018;tonnes;1307600;null;Official data
Italy;IT;116;Potatoes;2013;tonnes;1272211;null;Official data
Greece;EL;116;Potatoes;2009;tonnes;940932;null;Official data
Greece;EL;116;Potatoes;2010;tonnes;922957;null;Official data
Greece;EL;116;Potatoes;2011;tonnes;902492;null;Official data
Greece;EL;116;Potatoes;2013;tonnes;893833;null;Official data
Sweden;SE;116;Potatoes;2011;tonnes;882000;null;Official data
Greece;EL;116;Potatoes;2012;tonnes;875908;null;Official data
Sweden;SE;116;Potatoes;2016;tonnes;862500;null;Official data
Sweden;SE;116;Potatoes;2009;tonnes;857900;null;Official data
Sweden;SE;116;Potatoes;2017;tonnes;852500;null;Official data
Sweden;SE;116;Potatoes;2019;tonnes;846900;null;Official data
Sweden;SE;116;Potatoes;2014;tonnes;822100;null;Official data
Sweden;SE;116;Potatoes;2010;tonnes;816300;null;Official data
Austria;AT;116;Potatoes;2011;tonnes;816070;null;Official data
Sweden;SE;116;Potatoes;2013;tonnes;806100;null;Official data
Sweden;SE;116;Potatoes;2012;tonnes;805400;null;Official data
Czechia;CZ;116;Potatoes;2011;tonnes;805331;null;Official data
Sweden;SE;116;Potatoes;2015;tonnes;802500;null;Official data
Austria;AT;116;Potatoes;2016;tonnes;767261;null;Official data
Finland;FI;116;Potatoes;2009;tonnes;755300;null;Official data
Czechia;CZ;116;Potatoes;2009;tonnes;752539;null;Official data
Austria;AT;116;Potatoes;2019;tonnes;751260;null;Official data
Austria;AT;116;Potatoes;2014;tonnes;750637;null;Official data
Sweden;SE;116;Potatoes;2018;tonnes;723000;null;Official data
Austria;AT;116;Potatoes;2009;tonnes;722098;null;Official data
Czechia;CZ;116;Potatoes;2016;tonnes;699605;null;Official data
Austria;AT;116;Potatoes;2018;tonnes;697930;null;Official data
Czechia;CZ;116;Potatoes;2014;tonnes;697539;null;Official data
Czechia;CZ;116;Potatoes;2017;tonnes;688970;null;Official data
Finland;FI;116;Potatoes;2011;tonnes;673300;null;Official data
Austria;AT;116;Potatoes;2010;tonnes;671722;null;Official data
Austria;AT;116;Potatoes;2012;tonnes;665416;null;Official data
Czechia;CZ;116;Potatoes;2010;tonnes;665176;null;Official data
Lithuania;LT;116;Potatoes;2009;tonnes;662500;null;Official data
Czechia;CZ;116;Potatoes;2012;tonnes;661795;null;Official data
Finland;FI;116;Potatoes;2010;tonnes;659100;null;Official data
Austria;AT;116;Potatoes;2017;tonnes;653400;null;Official data
Czechia;CZ;116;Potatoes;2019;tonnes;622600;null;Official data
Finland;FI;116;Potatoes;2013;tonnes;621700;null;Official data
Finland;FI;116;Potatoes;2019;tonnes;618900;null;Official data
Greece;EL;116;Potatoes;2014;tonnes;615429;null;Official data
Finland;FI;116;Potatoes;2017;tonnes;611900;null;Official data
Austria;AT;116;Potatoes;2013;tonnes;604051;null;Official data
Finland;FI;116;Potatoes;2014;tonnes;600300;null;Official data
Finland;FI;116;Potatoes;2018;tonnes;600300;null;Official data
Hungary;HU;116;Potatoes;2011;tonnes;600000;null;Official data
Lithuania;LT;116;Potatoes;2011;tonnes;587700;null;Official data
Finland;FI;116;Potatoes;2016;tonnes;587600;null;Official data
Czechia;CZ;116;Potatoes;2018;tonnes;583560;null;Official data
Greece;EL;116;Potatoes;2015;tonnes;580646;null;Official data
Hungary;HU;116;Potatoes;2014;tonnes;567430;null;Official data
Hungary;HU;116;Potatoes;2009;tonnes;560615;null;Official data
Lithuania;LT;116;Potatoes;2012;tonnes;549900;null;Official data
Hungary;HU;116;Potatoes;2012;tonnes;547710;null;Official data
Portugal;PT;116;Potatoes;2014;tonnes;539872;null;Official data
Latvia;LV;116;Potatoes;2012;tonnes;538900;null;Official data
Austria;AT;116;Potatoes;2015;tonnes;536473;null;Official data
Czechia;CZ;116;Potatoes;2013;tonnes;536450;null;Official data
Finland;FI;116;Potatoes;2015;tonnes;532100;null;Official data
Latvia;LV;116;Potatoes;2009;tonnes;525400;null;Official data
Portugal;PT;116;Potatoes;2017;tonnes;515030;null;Official data
Latvia;LV;116;Potatoes;2014;tonnes;505688;null;Official data
Czechia;CZ;116;Potatoes;2015;tonnes;504955;null;Official data
Greece;EL;116;Potatoes;2017;tonnes;499506;null;Official data
Latvia;LV;116;Potatoes;2011;tonnes;499000;null;Official data
Latvia;LV;116;Potatoes;2015;tonnes;497320;null;Official data
Latvia;LV;116;Potatoes;2013;tonnes;495900;null;Official data
Greece;EL;116;Potatoes;2016;tonnes;491973;null;Official data
Latvia;LV;116;Potatoes;2016;tonnes;491600;null;Official data
Finland;FI;116;Potatoes;2012;tonnes;489600;null;Official data
